0 qid:3 1:2016.0 2:4.9556475E-5 3:0.0 4:0.0 5:4.5849833 # tt4781586
1 qid:3 1:2016.0 2:0.515372 3:0.0 4:0.0 5:3.3992896 # tt2674426
0 qid:3 1:2018.0 2:0.14012343 3:0.0 4:0.0 5:0.9877138 # tt2990140
0 qid:3 1:2017.0 2:2.9101957E-5 3:0.0 4:0.0 5:2.5454893 # tt3726408
0 qid:3 1:2017.0 2:1.0615285E-4 3:0.0 4:0.0 5:2.4942222 # tt6611040
0 qid:3 1:2015.0 2:1.3348258 3:0.0 4:0.0 5:3.2457278 # tt0478970
1 qid:3 1:2013.0 2:0.75058526 3:0.0 4:0.0 5:6.633666 # tt2194499
1 qid:3 1:2014.0 2:0.80181944 3:0.0 4:0.0 5:5.0703225 # tt2582846
1 qid:3 1:2010.0 2:0.756887 3:0.0 4:0.0 5:10.531287 # tt1282140
0 qid:3 1:2016.0 2:9.9500976E-5 3:0.0 4:0.0 5:3.200364 # tt5649148
0 qid:3 1:2015.0 2:0.18565995 3:0.0 4:0.0 5:4.180954 # tt4430212
0 qid:3 1:2015.0 2:0.043595456 3:0.0 4:0.0 5:4.356035 # tt2302966
0 qid:3 1:2015.0 2:1.8746701 3:0.0 4:0.0 5:1.8222215 # tt3659388
1 qid:3 1:2009.0 2:1.094959 3:0.0 4:0.0 5:10.695488 # tt1022603
1 qid:3 1:2013.0 2:0.25799257 3:0.0 4:0.0 5:6.028057 # tt1924396
1 qid:3 1:2010.0 2:0.19236784 3:0.0 4:0.0 5:10.125338 # tt0817177
1 qid:3 1:2014.0 2:0.16848235 3:0.0 4:0.0 5:4.6700315 # tt2980648
1 qid:3 1:2015.0 2:0.28163052 3:0.0 4:0.0 5:3.1078057 # tt2582496
0 qid:3 1:2013.0 2:1.7539675 3:0.0 4:0.0 5:3.4800086 # tt1454468
0 qid:3 1:2012.0 2:1.1788809 3:0.0 4:0.0 5:5.2879677 # tt1446714
0 qid:3 1:2015.0 2:5.853651E-5 3:0.0 4:0.0 5:2.5795147 # tt3528486
0 qid:3 1:2014.0 2:2.8713932E-5 3:0.0 4:0.0 5:3.888619 # tt4372340
0 qid:3 1:2015.0 2:0.003068898 3:0.0 4:0.0 5:2.4184532 # tt4328756
0 qid:3 1:2013.0 2:1.0311118 3:0.0 4:0.0 5:2.6959162 # tt1408101
0 qid:3 1:2014.0 2:0.0063994923 3:0.0 4:0.0 5:2.3657653 # tt3626180
0 qid:3 1:2010.0 2:0.004850603 3:0.0 4:0.0 5:7.3484907 # tt1611004
0 qid:3 1:2013.0 2:0.33729598 3:0.0 4:0.0 5:2.5752728 # tt2140373
1 qid:3 1:2007.0 2:1.0840855 3:0.0 4:0.0 5:9.602745 # tt0467406
1 qid:3 1:2004.0 2:0.75177205 3:0.0 4:0.0 5:13.824963 # tt0377092
1 qid:3 1:2012.0 2:0.17626178 3:0.0 4:0.0 5:3.297341 # tt2205697
0 qid:3 1:2012.0 2:0.0013125814 3:0.0 4:0.0 5:3.46516 # tt1838588
0 qid:3 1:2012.0 2:5.6651807E-5 3:0.0 4:0.0 5:3.3566327 # tt2448866
0 qid:3 1:2009.0 2:1.6019934E-5 3:0.0 4:0.0 5:6.770776 # tt1520902
0 qid:3 1:2010.0 2:8.8774826E-4 3:0.0 4:0.0 5:5.2768373 # tt1674246
1 qid:3 1:2012.0 2:1.2693995E-5 3:0.0 4:0.0 5:2.3228357 # tt1838737
0 qid:3 1:2011.0 2:8.4356876E-4 3:0.0 4:0.0 5:3.5298276 # tt2156785
0 qid:3 1:2003.0 2:1.0085093 3:0.0 4:0.0 5:12.926416 # tt0314331
1 qid:3 1:2010.0 2:0.96116096 3:0.0 4:0.0 5:3.0877316 # tt0398286
0 qid:3 1:2010.0 2:1.2195105E-5 3:0.0 4:0.0 5:4.349284 # tt1792535
0 qid:3 1:2011.0 2:0.116295375 3:0.0 4:0.0 5:2.6636748 # tt1430607
0 qid:3 1:2011.0 2:6.05875E-5 3:0.0 4:0.0 5:2.6380434 # tt2997430
0 qid:3 1:2011.0 2:0.11729391 3:0.0 4:0.0 5:2.4103117 # tt1439572
0 qid:3 1:2008.0 2:1.8670937 3:0.0 4:0.0 5:4.0229373 # tt1010048
1 qid:3 1:2008.0 2:0.07487568 3:0.0 4:0.0 5:6.3786254 # tt0435679
0 qid:3 1:2009.0 2:2.4944534E-6 3:0.0 4:0.0 5:4.9948153 # tt4264148
0 qid:3 1:2008.0 2:1.0507192E-4 3:0.0 4:0.0 5:6.3312793 # tt1520323
1 qid:3 1:2008.0 2:2.5740855 3:0.0 4:0.0 5:2.7089667 # tt0910970
1 qid:3 1:2004.0 2:1.2308705 3:0.0 4:0.0 5:9.765212 # tt0332280
0 qid:3 1:2009.0 2:1.3197675 3:0.0 4:0.0 5:2.636467 # tt0796366
0 qid:3 1:2010.0 2:0.005212133 3:0.0 4:0.0 5:2.3878307 # tt1738293
0 qid:3 1:2007.0 2:5.376933E-5 3:0.0 4:0.0 5:6.400855 # tt1028551
0 qid:3 1:2009.0 2:0.77512234 3:0.0 4:0.0 5:2.5803041 # tt1182345
1 qid:3 1:2004.0 2:0.008209468 3:0.0 4:0.0 5:10.388292 # tt0407246
0 qid:3 1:2006.0 2:1.7669045E-4 3:0.0 4:0.0 5:6.598563 # tt0765455
0 qid:3 1:2009.0 2:5.9478858E-5 3:0.0 4:0.0 5:2.2164602 # tt1219821
0 qid:3 1:2007.0 2:8.702871E-6 3:0.0 4:0.0 5:4.4660544 # tt0994731
0 qid:3 1:2007.0 2:1.6269379E-4 3:0.0 4:0.0 5:4.383854 # tt1563689
0 qid:3 1:2008.0 2:7.8214965E-5 3:0.0 4:0.0 5:2.634733 # tt1172187
1 qid:3 1:2004.0 2:2.2970808 3:0.0 4:0.0 5:4.804405 # tt0338013
1 qid:3 1:2005.0 2:0.63759136 3:0.0 4:0.0 5:5.278491 # tt0414387
0 qid:3 1:2005.0 2:0.6403023 3:0.0 4:0.0 5:5.063137 # tt0379786
0 qid:3 1:2008.0 2:3.94678E-5 3:0.0 4:0.0 5:1.5831063 # tt1253579
0 qid:3 1:2007.0 2:0.5003691 3:0.0 4:0.0 5:2.144653 # tt0448134
0 qid:3 1:2006.0 2:9.883578E-5 3:0.0 4:0.0 5:3.178586 # tt0867462
0 qid:3 1:2004.0 2:1.9678466E-4 3:0.0 4:0.0 5:5.3707895 # tt1253856
0 qid:3 1:2006.0 2:1.8846982E-5 3:0.0 4:0.0 5:2.4775891 # tt4293984
0 qid:3 1:2005.0 2:2.2172919E-5 3:0.0 4:0.0 5:2.8320978 # tt0462610
0 qid:3 1:2005.0 2:0.015166554 3:0.0 4:0.0 5:2.6008656 # tt0475783
0 qid:3 1:2003.0 2:4.3625216E-5 3:0.0 4:0.0 5:4.8510036 # tt0430426
1 qid:3 1:1994.0 2:5.0 3:0.0 4:0.0 5:9.06329 # tt0109830
0 qid:3 1:2002.0 2:3.31208E-4 3:0.0 4:0.0 5:4.4352036 # tt0365825
1 qid:3 1:1999.0 2:0.68823236 3:0.0 4:0.0 5:7.5490513 # tt0147800
0 qid:3 1:2003.0 2:0.5145065 3:0.0 4:0.0 5:1.0769725 # tt0319343
0 qid:3 1:1997.0 2:0.02452092 3:0.0 4:0.0 5:9.306256 # tt0120520
0 qid:3 1:2001.0 2:1.5964504E-5 3:0.0 4:0.0 5:3.0613098 # tt0387363
1 qid:3 1:2000.0 2:0.60411996 3:0.0 4:0.0 5:3.4684157 # tt0181875
0 qid:3 1:2000.0 2:0.47255826 3:0.0 4:0.0 5:1.949332 # tt0134847
0 qid:3 1:1997.0 2:0.65682113 3:0.0 4:0.0 5:5.576439 # tt0119177
0 qid:3 1:1998.0 2:0.028241843 3:0.0 4:0.0 5:3.996155 # tt0156794
0 qid:3 1:1999.0 2:7.588682E-5 3:0.0 4:0.0 5:2.634733 # tt1091806
0 qid:3 1:1997.0 2:0.57085997 3:0.0 4:0.8045659 5:3.6148615 # tt0118884
0 qid:3 1:1997.0 2:0.014491831 3:0.0 4:0.0 5:2.5281677 # tt0119385
0 qid:3 1:1997.0 2:0.99420446 3:0.0 4:0.0 5:1.0090556 # tt0119116
0 qid:3 1:1997.0 2:1.2998874E-4 3:0.0 4:0.0 5:2.3079891 # tt1305799
0 qid:3 1:1992.0 2:0.0022921255 3:0.0 4:0.0 5:7.777961 # tt0266875
0 qid:3 1:1991.0 2:6.6956674E-4 3:0.0 4:0.0 5:8.768038 # tt0100465
0 qid:3 1:1994.0 2:7.355866E-5 3:0.0 4:0.0 5:2.8075364 # tt0111519
0 qid:3 1:1992.0 2:6.665734E-5 3:0.0 4:0.0 5:3.8984392 # tt0105461
