tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,synopsis
tt0299977,Hero,Ying xiong,0,2002.0,120,"Action,Adventure,Drama",7.9,181559.0,Yimou Zhang,"The movie opens with a brief history saying that China was once divided into seven kingdoms that warred with each other constantly. It took one man to conquer all the kingdoms and unite the land into what is now China. The opening captions also introduce the theme of the movie: people die for all sorts of reasons, for friendship, for love, for an ideal...and people kill for these same reasons also.A nameless man (Jet Li) is brought to meet the king of Qin (Daoming Chen) in his palace. Nameless is stripped naked, searched for weapons, and informed that he must remain 100 paces from the king at all times or he will be killed immediately.It is announced that Nameless is being honored for killing three assassins from the kingdom of Zhao. These assassins are named Sky (Donnie Yen), Flying Snow (Maggie Cheung), and Broken Sword (Tony Chiu-Wai Leung). Nameless says he is a minor law-enforcement officer from Qin and presents a silver spearhead, which is recognized as the weapon of Sky. Nameless claims he killed Sky in a one-on-one duel. The king is amazed because Sky was such a lethal fighter. The king sets aside the spear and orders the official reward to be granted: a lot of gold, a lot of land, and the right to approach within 20 paces of the king to have a drink with him. The king asks Nameless to explain how he defeated Sky.We flashback to a chess hall where royal guards from Qin attempt to arrest Sky. Sky beats them all, mangling their swords and telling them to go away. As he is about to walk out, Nameless appears and announces he is there to arrest Sky. Sky does not believe him, feeling confident from his recent victory. The two have a fight (which is extremely fast and amazing to watch!) and find that they are evenly matched. Nameless pays a blind man to play music while they fight. While the music is playing, Sky and Nameless imagine the fight in their minds. This goes on until the strings on the harp-like instrument break and the two fighters open their eyes back to reality. Nameless launches into Sky fast enough to cut through Sky's spear and stab him. The royal guards witness all of this.Back in the present, Nameless presents two swords to the king: the weapons of Flying Snow and Broken Sword. The king declares that Flying Snow and Broken Sword tried to kill him 3 years ago. They hacked their way through entire armies of his men to get to him--but their attempt failed and they escaped. Since then, the king has kept all people 100 paces away from him and he has never taken off his armor or known a single night of peaceful sleep. With the proof of their deaths in front of him, the king orders the official reward for Nameless.For killing Broken Sword and Flying Snow, Nameless is rewarded with more gold, more lands, and the right to approach within 10 paces of the king to have a drink with him. The king asks how Nameless killed the assassins. Nameless explains that the two were lovers but the couple had a falling out 3 years ago. Nameless says he used their troubled relationship to drive them apart.In a flashback to a calligraphy school in the land of Zhao, everyone wears red. Broken Sword is a calligraphy master. Flying Snow is in the scene as well. Also at the school is a young woman named Moon (Ziyi Zhang), Broken Sword's servant. Nameless hires Broken Sword to draw a scroll eight feet tall and four feet wide with a single character on it: the Chinese word for sword. But Nameless explains that (due to the complexities of Chinese written language) there are 19 ways to write the word sword. Nameless asks for the 20th variation.We cut briefly back to the king, who is perturbed that the languages have gotten so complex. He proclaims that his ideal is to unite the lands and people as one country and establish a single written language. Nameless explains that sword play is much like calligraphy and he knew if he could have an example of Broken Sword's calligraphy, he would learn the secret to defeating his sword-fighting ability. The scroll is revealed and displayed behind the king. The king looks at it and asks Nameless to continue.At the calligraphy school, while Broken Sword is working on the scroll, the archers of Qin attack. This is a visually spectacular scene as millions of arrows are fired at the school. Flying Snow and Nameless look at each other and decide to stop the arrows, which are piercing the walls and killing students. Flying Snow and Nameless leap on to the roof and deflect the rain of arrows to save the school. Though many have already died, they stop any further arrows from harming anyone. The legendary archers of Qin retreat and make camp, preparing to attack again in the morning.Nameless reveals to Broken Sword and Flying Snow that he is a soldier of Qin and challenges them both to a duel. He takes the scroll that he has paid for and says if they accept his challenge to meet him at the army encampment the next day. That night Nameless meditates on the scroll. Broken Sword (knowing the scroll will reveal his weakness to Nameless) makes love to Moon (knowing that Flying Snow is watching) and is killed by Flying Snow for his betrayal. Moon tries to avenge her master but is killed by Flying Snow in another beautifully colorful fight scene amongst a shower of yellow leaves. The next day at the army camp, Nameless tells the soldiers to back off so he can have his fight with Flying Snow. Nameless and Flying Snow fight, but she is so emotionally distraught by all that has happened that he easily wins. The soldiers witness Nameless killing Flying Snow.We cut back to the throne room. There are strange torches between Nameless and the king that flicker in perfect unison. The king announces that he does not believe what Nameless has said. He does not believe that Broken Sword and Flying Snow were that emotionally immature. The king goes on about his suspicions. Looking paranoid, the king suspects that Nameless was working with the assassins all along. This was all a plot to put Nameless within 10 paces of the throne so he can kill the king with some awesome technique that Nameless must have. He suspects that Broken Sword and Flying Snow were willing to die for this since they tried to kill him before.In the scenes depicting the king's version of the story, everyone wears blue. Nameless presents himself to Broken Sword and Flying Snow. He displays a phenomenal technique that can kill everyone and everything within 10 paces of him, saying he used this technique to kill Sky. Nameless explains he can use this to kill the king but the only way to get close enough is to collect the reward for killing Broken Sword and Flying Snow. Nameless says he only has to kill one of them in front of the soldiers and they will believe his claim that he killed them both. Broken Sword and Flying Snow must decide which one of them will die by his sword. The next day Broken Sword and Flying Snow are walking towards the camp when Broken Sword attempts to injure Flying Snow. She is faster than him (suspecting he would try this) and she injures him instead, saying she is going to die and wants only for him to continue living. He is now too injured to stop her and so they have a tearful farewell. Flying Snow goes to the camp, fights Nameless, and dies. Nameless then shows up at a lake where Broken Sword is mourning Flying Snow. Out of honor, Broken Sword attacks Nameless; they fly over the lake as they fight. They are evenly matched, but Broken Sword stops fighting, gives Nameless his sword, and allows Nameless to leave.We cut back to the throne room as the king finishes his interpretation of what happened between Nameless, Broken Sword, and Flying Snow. The flames flicker in unison again. Nameless says your majesty is very perceptive. The king says he knew because the movement of the flames is a warning of murderous intent. The king, realizing that the man sitting 10 paces from him could kill him at any moment, asks who Nameless really is. Nameless says that he is an orphan from Zhao whose family was slaughtered by the armies of Qin. He perfected his sword technique throughout his life in order to one day avenge his family. Nameless then tells the king what really happened.We now have a flashback of the truth! In scenes with actors clothed in white, Nameless displays his technique for killing anyone within 10 paces and also shows that he can use this technique to miss every vital organ but still make the stab seem fatal; he did this to Sky. The truth is that Sky still lives! But the royal guards will think (and report) that Sky is dead. Nameless only needs to perform this move on Broken Sword and Flying Snow in public; they won't die and Nameless will have his opportunity to kill the king. Flying Snow agrees, but Broken Sword refuses.The king is shocked to hear this but it is the truth. Broken Sword does not want the king to die for reasons that he does not explain. Flying Snow attacks Broken Sword. She accuses him of ruining the opportunity they had to kill the king 3 years ago, and she won't let him ruin this plan as well. Nameless intervenes in the fight enough to distract Broken Sword so that Flying Snow can wound him. With Broken Sword wounded, Moon attacks Nameless but it is obvious that Nameless is a better fighter, so Broken Sword tells her to stop. The next day, Nameless uses his technique to apparently kill Flying Snow in front of the soldiers.The day after all that, Broken Sword confronts Nameless and confirms that Flying Snow is all right. Broken Sword gives Nameless his weapon to make it look like both Broken Sword and Flying Snow are dead so the plan will work...but he still begs Nameless not to kill the king. Nameless asks why. Broken Sword writes two words in the sand and walks away.Somewhere in all this (sorry, I don't remember where), Flying Snow arranges for a spy to watch over Nameless. She asks that this old man wave a red flag outside the palace if the assassination is successful, or a yellow one if the assassination fails. She needs to know, because her family was killed by the Qin armies as well. She believes she cannot die in peace unless she knows the king is dead.Back in the throne room, the King asks Nameless what two words Broken Sword wrote. Nameless answers our land. The king then asks how Nameless planned to kill him without a sword. Nameless answers by taking yours. The king realizes there is nothing else he can do--so he takes his sword out and throws it to Nameless. The sword stabs into the floor between them. Then the king tells Nameless about the attempt on his life 3 years ago.In the last flashback, Broken Sword and Flying Snow fight their way into the palace and kill hundreds of soldiers to get to the throne room. There, Broken Sword fights the king in the throne room while Flying Snow holds off the guards to keep anyone from helping the king. The king turns out to be quite a fighter but Broken Sword wins nonetheless. However, at this moment, Broken Sword sees something in the king's stare and decides to spare him. Flying Snow is shocked by this. They make their escape and we assume their relationship was never the same again.Back in the throne room, the archers have gathered in the doorway to kill Nameless but the king knows they cannot stop Nameless. The king stands up and turns his back to Nameless, saying he is ready to die because he realizes that Broken Sword did not kill him because Broken Sword understood the king's goal: to unite all kingdoms under heaven and end all the wars and suffering in all the lands. The king says he can die happy, knowing that someone like Broken Sword could understand his vision, and thus there is hope that others will make it happen in the future. The king stares at the scroll that Broken Sword wrote and further realizes that the ultimate ideal of swordsmanship is to have no sword.Nameless uses his deadly technique, flies through the air...and hits the king in the back with the sword's hilt. Nameless tells the king to remember this lesson: that a ruler must know when to use a sword and when to lay it down. A ruler must know that the goal of swordsmanship is to make peace. Nameless then walks out of the throne room. The guards surround Nameless every step of the way but they do not attack him.Outside the palace, the old man that Flying Snow recruited as a spy comes running out waving a yellow flag. Flying Snow turns to Broken Sword and accuses him of ruining another assassination. She demands to know what he said to Nameless. Broken Sword tells her it was just two words: our land. Flying Snow doesn't understand what this means; she attacks Broken Sword and they fight. Finally, Broken Sword invites her to attack. When she does, he deliberately drops his sword! She stabs him through the heart and cries wondering why he didn't block her. She wraps her arms around him from behind, wanting to be with her lover forever. She pushes the sword through both of them. They both die.Back at the palace, the soldiers still don't attack Nameless because they are waiting for the king's order. The king stares after Nameless with admiration, but his advisers demand that he have Nameless executed. Nameless tried to kill the king; therefore he must be made an example of so that no one else will try this and the king will be safe. The king knows they are right but he does not want to do it. The advisers shout in unison Your Majesty, execute him! several times. Nameless reaches the courtyard gates and turns around to face the king. The king silently, reluctantly gives the order and the archers launch a huge volley of arrows at Nameless, who does not try to deflect them. He is killed.A body is carried as if in a royal funeral; captions explain that the Nameless Hero was executed as an assassin but buried as an honored hero. The king of Qin eventually did conquer all the kingdoms and unite them under his rule. He went on to oversee the building of the Great Wall of China. On the closing screen, the following is written:To this day all the people of China refer to their country as...Our Land."
tt1112732,Panair do Brasil,Panair do Brasil,0,2007.0,71,Documentary,7.9,51.0,Marco Altberg,"Panair do Brasil revives the story of the most important commercial aviation company in Brazil, between 1930 and 1965, with its commercial daring in establishing routes to the four corners of a continental country, taking the adventure of air transport to never-before imagined places, as well as the first international routes. Four decades after it closed its doors, it still retains a marked presence in the country's collective imagination for its pioneering spirit and stories of heroic deeds and for the bewilderment which was aroused by the facts surrounding its closure during the military regime.

—Lu Gastão"
tt13129606,A Moment in the Sun,A Moment in the Sun,0,2020.0,70,Documentary,8.8,17.0,"Leslie Ortabasi, Oktay Ortabasi",In the early days of solar vehicle racing one of the most unlikely competitors was a Turkish nuclear physicist living in Australia named Ugur Ortabasi. He designed a four-seated solar powered tandem bicycle only a mother could love but in true underdog fashion it would go on to win the 1986 World Championships of Solar Vehicles. The story behind this unlikely victory was anything but sunshine and smooth sailing.
tt2395461,Towns,Towns,0,2012.0,59,"Comedy,Drama",9.0,13.0,Iain Cash,"A man jumps from a building to end his life, this action sets of a chain of events, with a group of Town's folk that wish to achieve their greedy aims."
tt0826237,Nadia et Sarra,Nadia et Sarra,0,2004.0,90,Drama,7.1,57.0,Moufida Tlatli,"The relationships between women: those of friends, housekeeper/servant, student/teacher, and particularly the relationship of mother and daughter as they experience the difficult stages of menopause and adolescence: 47-year-old Tunisian professor Nadia appears fulfilled, but as she enters menopause she struggles with tension in her marriage, the physical and psychological symptoms of aging, and her fraught relationship with her eighteen-year-old daughter, Sarra, who lives her private life in secret."
tt2663896,City of Photos,City of Photos,0,2004.0,59,Documentary,7.8,16.0,Nishtha Jain,"City of Photos explores the little known ethos of neighborhood photo studios in Indian cities, discovering entire imaginary worlds in the smallest of spaces. As full of surprises as the people who frequent these studios are the backdrops they enjoy posing against and the props they choose. These afford fascinating glimpses into individual fantasies and popular tastes.

—Jain, Nishtha"
tt1880331,SoLa: Louisiana Water Stories,SoLa: Louisiana Water Stories,0,2010.0,60,Documentary,7.6,15.0,Jon Bowermaster,"Everywhere you look in Southern Louisiana there's water - rivers, bayous, swamps, the Mississippi River, the Gulf of Mexico. And everyone in Cajun Country has a water story, or two or three or more. Its waterways support the biggest economies in Louisiana - a $63 billion a year oil and gas industry, a $200 million a year fishing business, tourism and recreational sports.

—Anonymous"
tt20873188,Motu Patlu in the Toy World,Motu Patlu in the Toy World,0,2021.0,\N,"Adventure,Animation,Comedy",7.0,6.0,Suhas Kadav,Motu Patlu travel to Toy world to save their friend Chaiwala and the world from the evil plans of Barbados to convert the human world into toy world.
tt8998888,The Devil's Drivers,The Devil's Drivers,0,2021.0,90,Documentary,7.6,30.0,"Mohammed Abugeth, Daniel Carsenty","Chased by the army, two Beduin smuggle Palestinian workers through the Negev desert. A portrait filmed over five years about men living on the edge in one the most fragile regions of the world."
tt2276003,The Idea Thief,The Idea Thief,0,2011.0,82,"Comedy,Drama",7.2,30.0,Jonathan R. Skocik,"Joe is an ordinary, everyday guy; a struggling writer in pursuit of his dreams. He's brimming with ideas, but there's just one problem: every time he comes up with something really fantastic, a rival author beats him to the punch. Soon Joe becomes convinced that he is the victim of plagiarism. But who is the mysterious and elusive Dean King, and how is he stealing Joe's ideas? The answers will keep you guessing -- and laughing -- right to the end!

—Anonymous"
tt0334352,Show,Show,0,2002.0,120,"Comedy,Drama",7.0,94.0,Neelakanta,"About life, its contradictions. Life is a drama and we are all actors is reflected in this film."
tt5117222,Notes on Blindness,Notes on Blindness,0,2016.0,90,"Documentary,Drama",7.0,2145.0,"James Spinney, Peter Middleton","In the summer of 1983, just days before the birth of his first son, writer and theologian John Hull went blind. In order to make sense of the upheaval in his life, he began keeping a diary on audiocassette. Upon their publication in 1990, Oliver Sacks described the work as 'the most extraordinary, precise, deep and beautiful account of blindness I have ever read. It is to my mind a masterpiece.' With exclusive access to these original recordings, NOTES ON BLINDNESS encompasses dreams, memory and imaginative life, excavating the interior world of blindness."
tt6516398,Fragile,Fragile,0,2010.0,77,Documentary,7.2,16.0,Christian Klinger,"Fragile is a film about photography in the Post Soviet Era in St. Petersburg. It looks at the bitter elegance of this town, it's citizen and the tender and graceful models of Evgeny Mokhorev."
tt10036868,Jay's Longhorn,Jay's Longhorn,0,2019.0,93,Documentary,9.0,14.0,Mark Engebretson,"Before First Avenue there was Jay's Longhorn - the epicenter of the Minneapolis punk rock and indie rock scene in the late 1970s. At a time when the music scene was dominated by Top 40 cover bands, a group of punk rock visionaries - led by Andy Schwartz, former publisher of the New York Rocker - scoured the city in search of a place that would welcome the New Wave. The Suicide Commandos, Flamingo, Curtiss A, the Suburbs, and NNB found a home at Jay's Longhorn - which also served as the launching pad for Hüsker Dü and the Replacements and the preferred venue for touring acts like Elvis Costello, The B-52s, and The Police.

—Mark Engebretson"
tt2089833,The Men of Dodge City,The Men of Dodge City,0,2012.0,94,Drama,7.1,13.0,Nandan Rao,"Twentysomething J. and two of his close friends are in the process of realizing their utopian dream: turning an abandoned cathedral into a grant-powered, environmentally sustainable art space. Newcomers to the post-industrial frontier where they found this chapel, they have been carried here by progressive beliefs that have since left them in a muddled quandary to question the validity of their presence. But there is work to do every day. Work to realize the dream they might still have.

—Anonymous"
tt5533026,Nova Planica,Nova Planica,0,2016.0,52,Documentary,8.0,6.0,Blaz Zavrsnik,The rich history of famous Slovenian ski jump and its present-day use.
tt0297213,The Rage,Furia,0,2002.0,83,"Action,Drama",7.3,1125.0,Radu Muntean,"Two young men do illegal car races. They work together as a team and prosper from their occupation ,but when they are asked by a local tycoon to lose one race things start to get messy..."
tt2513610,The Oscar Nominated Short Films 2012: Documentary,The Oscar Nominated Short Films 2012: Documentary,0,2012.0,130,Documentary,8.0,7.0,,Collective screening of the Academy Award nominated short films from the Documentary category for 2012.
tt5545674,The Constitution,Ustav Republike Hrvatske,0,2016.0,93,"Comedy,Drama",7.6,2919.0,Rajko Grlic,"A gay Croatian professor confronts his own xenophobia after agreeing to help his Serbian neighbor prepare for a citizenship exam, while the neighbor's wife cares for the professor's elderly homophobic invalid father."
tt1867616,Eternity,Tee rak,0,2011.0,105,Drama,7.0,72.0,Sivaroj Kongsakul,"The sort of love story that can only be believed in Thailand. A man returns after his death to the landscape of his youth and relives the love that was meant for eternity. Even if you don't believe in reincarnation, it's a meditative and above all beautiful film.

—Anonymous"
tt9318280,Driveways,Driveways,0,2019.0,83,Drama,7.3,5382.0,Andrew Ahn,"A lonesome boy accompanies his mother on a trip to clean out his late aunt's house, and ends up forming an unexpected friendship with the retiree who lives next door."
tt3121404,Alien Highway,Alien Highway,0,2013.0,66,"Documentary,Fantasy,History",8.2,11.0,"Robert Fowler, Roger Mexico, Michael Dale Brown","In the 1990s, rumors of recovered crashed flying saucers emerged from a phantom, top secret air base in a remote corner of Nevada's atomic test range, and the terms 'Area 51,' 'Dreamland' and 'Groom Lake' inspired hordes of UFO believers and researchers to descend on a tiny town on the border of Area 51 to trade stories, whisper secrets and watch the skies. Filmed over several years of two UFO buffs on their own personal search for the truth, 'Alien Highway' is about the people whose passionate obsession created a unique cultural phenomenon that flourished for a time in an obscure little community that happens to exist on the border of America's Twilight Zone.

—Anonymous"
tt10793838,Year of the Dog,Year of the Dog,0,2022.0,67,Documentary,9.0,10.0,Ari Davidovich,"Set during a cataclysmic year, Year of the Dog follows musician and DJ Simone Marie Butler and Dogs on the Streets, a team of volunteers working for the health and welfare of homeless people and their dogs."
tt1221843,Celebration of Flight,Celebration of Flight,0,2007.0,78,Documentary,9.3,8.0,Lara Juliette Sanders,"Celebration of Flight Daniel Rundstroem looks like an average old man, spending his retirement on the tropical island of Dominica. But this impression couldn't be further from the truth. Mr. Rundstroem is not looking for a place in the shadow or a lazy day at the beach, he has a goal, building his own airplane, together with his young friend Rainstar; and flying the plane at the sun and fun air show in Florida. The movie follows the retired Swedish Pilot, Daniel Rundstroem, along this journey, full of obstacles. From missing spare parts to engine problems as well as the shortage of funding, Daniel follows his goal with the utmost dedication and passion."
tt0328308,Ramses,Ramses,0,2002.0,70,Documentary,7.4,143.0,Pieter Fleury,"The life and times of Dutch singer and actor Ramses Shaffy. He became popular during the 1960s, and was most famous for his Dutch chansons."
tt1387278,Storm Under the Sun,Storm Under the Sun,0,2007.0,137,Documentary,7.9,27.0,"Louisa Wei, Xiaolian Peng","Storm Under the Sun is a documentary about one of the political storms by Mao Zedong that fell upon the intellectuals of China in the 50's. Centered around the Hu Feng Case, the documentary traces the synergy that generated such an event, Mao's personal involvement in every step, and various victims' reaction to and realizations following the humiliation and accusations.

—bqcc"
tt10370710,The Worst Person in the World,Verdens verste menneske,0,2021.0,128,"Comedy,Drama,Romance",7.8,61211.0,Joachim Trier,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
tt5983262,Tikli and Laxmi Bomb,Tikli and Laxmi Bomb,0,2017.0,151,Drama,7.7,7618.0,Aditya Kripalani,Two sex workers decide to kick men out of the system and form a cooperative that runs the business for women and by women. How do they do things differently? And how far can they get under and overarching and overbearing patriarchy?
tt6976948,The Sticky Side of Baklava,La Face cachée du Baklava,0,2020.0,88,Comedy,8.0,255.0,Maryanne Zéhil,"Even though you change your country, habits and compatriots to leave behind your culture and your roots, don't they cling to you forever like a sticky baklava?"
tt16258162,Nayeem Diaries,Nayeem Diaries,0,2021.0,140,Action,8.8,1094.0,Daamubalaji,"Nayeem diaries is a story of Nayeem who joined the Naxalites, killed the DIG of Special Intelligence Department (SID) in Hyderabad, went to jail and lived with 100 Naxal prisoners."
tt0378895,Totoy Golem,Totoy Golem,0,1996.0,109,Action,7.4,14.0,Dante Pangilinan,"In a slum area that's never quiet, Carlos Totoy Golem Capistrano is there to silence troublemakers. Things start to get messy when the problem is caused by a well-respected comrade."
tt5545876,Code of Silence,Code of Silence,0,2014.0,58,Documentary,7.5,21.0,Danny Ben-Moshe,"'Code of Silence' is an award winning one-hour observational documentary that follows the parallel journeys of a fervently Orthodox Jewish father and his now-secular son, after the son breaks the code of silence in Melbourne's Chabad-Lubavitch community going public with his story about being sexually abused as a student. Manny Waks demands the perpetrators be brought to justice, as well as the rabbis, whom he claims covered it up. His father Zephaniah, who claims he has been virtually excommunicated for informing secular authorities, demands his name be publicly cleared. But what price will the father and son pay for blowing the whistle on the leaders of this powerful Jewish sect? This is a deeply personal journey filled with intimate, emotionally charged and candid behind-the-scenes moments of two people waging the fight of their lives."
tt2033219,Rites of Passage,Burning Man: Rites of Passage,0,2012.0,77,"Adventure,Documentary,Western",9.0,85.0,Joseph G. Quinn,A summation of the thoughts and feelings during one of the world's greatest gatherings.
tt2229522,Dave Matthews Band: Live at Piedmont Park,Dave Matthews Band: Live at Piedmont Park,0,2007.0,156,Music,8.9,23.0,Tony Marshall,"Live At Piedmont Park finds Dave Matthews Band performing a typically strong set before an audience of 80,000 in Atlanta. The stellar, two-and-a-half hour set featured classic DMB hits (So Much to Say, Ants Marching), exciting rarities (Cornbread, #27) and special guest performances by Gregg Allman and Warren Haynes of The Allman Brothers Band."
tt10483684,About Love,About Love,0,2019.0,91,Documentary,7.6,124.0,Archana Phadke,"Three generations of the Phadke family live together in their home in Mumbai. Cruel and comic in equal measure, it shows the vagaries of affection across generations within this family, tied together by something stranger than love."
tt3510950,Iboga Nights,Iboga Nights,0,2014.0,98,"Biography,Crime,Documentary",8.4,58.0,David Graham Scott,"SYNOPSIS WRITTEN BY DIRECTOR/PRODUCER, DAVID GRAHAM SCOTTIf you knew about a substance that could break the cycle of drug addiction, would you want to keep quiet about it?In 2004 I made a documentary for the BBCs One Life strand called Detox or Die. It was a personal story that dealt with my heroin/methadone addiction and my attempt to quit this long-term habit. My way forward involved a gruelling 36-hour hallucinogenic trip with the radical, unlicensed, detox agent called ibogaine (aka iboga in its more raw state). It wasn't a particularly pleasant experience but I found the drug virtually killed off all my withdrawal symptoms overnight. Ive been free of addiction ever since...some feat after 15 years of opiate dependence.I was overwhelmed at the reaction to Detox or Die. I've collected many personal testimonials of former drug addicts who have successfully quit after watching the film. I frequently receive letters, emails and Facebook posts from people eager to emulate my journey. Iboga Nights is my mission to further explore the underground ibogaine scene through the network of treatment providers that exist. It is a journey in which I go from Glasgow to London and Holland following the stories of addicts who take ibogaine and the providers who work with this unlicensed and extremely potent drug. I gained unprecedented access to both the practitioners and the addicts seeking help and I believe this film will shed light on and ask questions of this little-known and unlicensed drug. Several key before-and-after stories play out within the film.In Amsterdam we meet Sara Mama Iboga - the most experienced and respected ibogaine practitioner in Europe. She has been treating addicts in the spare room of the family home in a respectable suburb of Amsterdam for 15 years. Two long-term heroin addicts, Ian and Paul make the journey from Glasgow to Amsterdam to undergo care in Saras home. This Ibogaine treatment session takes a turn for the worse when Ian has a seizure and is rushed to hospital.But for every failed treatment there are several success stories. Eleanor beat her heavy morphine and diazepam addiction after just one iboga session. Shes now gone on to be global supporter of iboga herself!Some call it a cure for drug addiction. While this may be a bit exaggerated it certainly has been effective as an addiction interrupter and there are many testimonials, including my own, which serve to support this. Nevertheless, I'm left questioning the efficacy and safety of iboga, especially after Sara is jailed on a manslaughter charge after a client tragically dies after a treatment.The tension really hits a high though when I visit a young man doing a self-treatment with iboga. Sid needs to quit a life-threatening pill injecting habit and iboga may be the answer. Its a gruellingly long night sitting with Sid as he takes the capsules. Whether I like it or not I'm involved with this guy's treatment session and have to take responsibility if it goes wrong.Iboga Nights is a director/narrative led, self-shot documentary. Included will be expert scientific analysis of the potential benefits or pitfalls of such a controversial therapy through the research evaluations of Dr Ben Sessa and various others. It is an inspiring film journey that asks serious questions about drug addiction, its treatment in the UK and just how viable the alternative routes are.David Graham Scott Nov 2013"
tt1320104,Nikki and Nora,Nikki and Nora,0,2004.0,\N,Crime,7.8,175.0,,"Nora Delaney and Nikki Beaumont are partners in the NOPD Special Crimes Unit in New Orleans police department. However, they are also more than partners - they are lovers."
tt0106734,The Diviners,The Diviners,0,1993.0,117,Drama,7.0,97.0,Anne Wheeler,"As the situation with her rebellious daughter continues to escalate, Morag looks back on her life to understand how things have come to this."
tt4409276,The Food Cure: Hope or Hype?,The Food Cure: Hope or Hype?,0,2018.0,105,"Documentary,Drama",8.9,44.0,Sarah Mabrouk,THE FOOD CURE presents an intimate portrait of six cancer patients who make the radical decision to turn their backs on conventional medicine and put their faith in a controversial alternative cancer treatment based on food.
tt1756474,Desperate Endeavors,Desperate Endeavors,0,2012.0,109,"Comedy,Drama",7.0,46.0,Salim Khassa,"TAG LINE : America, Land of Golden Opportunity...but, Sometimes mere Survival
can Stretch one's SoulA 1970s New York City setting finds Indian-born immigrant Ram Patel trying to establish himself in the turbulent city-life where he encounters various hurdles that prevent him from obtaining his goals of becoming successful and wealthy. The pursuit of the American dream becomes littered with pot-holes for the earnest protagonist Ram Patel. Arriving from the airport to stay with a family friend, he finds himself instantly disliked by an African-American landlord (Floyd) that attempts to make Ram miserable. Pounding the pavement for a job, Ram is taken-on by a CPA firm run by a strict, former military crew-cut martinet who hires other Indian men like Ram to do countless hours of accounting grunt-work in a hot-box dingy office. With no money to save, he begins to borrow heavily and digs himself into insurmountable debt. In the midst of this self-inducedmisery, he sends for his wife & daughter from India and continues his façade of a successful appearance to his newly arrived wife by going into even further debt on more newly printed credit cards and latched-onto friends. These friends and co-workers begin to get irritated by his lack of commitment to payback, and this leads our protagonist being pressed into self-doubt and constant searching for both a way out and purposeful meaning in his life. Proclaiming to push ahead through his frustration and predicament is based more onstubbornness than enlightenment, where a dont quit mind-set becomes fuel- to-the-fire for his out-of-control situation. Ram has his car stolen, and he becomes enslaved to his increasing debt status, which makes his wife question his responsibility as a husband, father and a man. RAMs wife RANI becomes pregnant again, and he must reluctantly send her back to India to deliver their new child due to a lack of medical insurance in the USA. Rani protests, but Ram mentions financial suicide as to their status, and Rani goes back to India for the birth of their second daughter.
Into the life of Ram Patel comes an eccentric array of characters who swirl his life into confusion. A colleagues mother offers her connection to a spiritual Holy-man known as DADA BHAGWAN, whose followers revere him as mentor and benevolent wise master, professing the release of ego for enlightenment. Ram passes up this spiritual growth opportunity, instead trying to make his way on a fortune- seeking venture in a new business with a puffed-up, egotistical entrepreneur named ADESH.Ram continues spinning-his-wheels and finally tries an introductory session with the eminent Dada Bhagwan. Confronting himself is an intensely difficult proposition, but awareness comes suddenly like lightning and Ram turns over a new leaf as the situation begins to eventually swing in Ram Patels favor.This compelling story addresses the overall-immigrant experience of the midtolate 20th Century, where culture- clash and making it in America are the pillars under which many lives are built, or crushed by! The films ultimate message and Ram Patels plight and subsequent transformation by Dada Bhagwan become the hook whereby any individual can absorb the bracing impact of undeniable fate that results in a firmly entrenched never-give-up attitude. Old and young alike will feel a positive, uplifting cathartic reaction to Desperate Endeavors."
tt0783731,Y in Vyborg,Hetket jotka jäivät,0,2006.0,51,Documentary,8.3,16.0,Pia Andell,"In 1938 two young architects, Ragnar and Martta Ypyä, known as Y and Mirri, buy an 8mm camera. Together, they start filming the everyday life of Vyborg. But one year later, life in Vyborg changes irrevocably. The Soviet Union attacks Finland. The Winter War has destroyed the city. Mirri flees to the countryside; Y stays in Vyborg, helping to repair the bomb damage. But they carry on filming.

—anonymous"
tt1075404,Tapping the Wire,Tapping the Wire,0,2007.0,25,Documentary,7.4,115.0,Steven Hore,"Charlie Brooker talks to the cast of The Wire, and to Baltimore natives, to find out what makes the show so special."
tt7912470,Deception: Oo Pel Dan Myin,Deception: Oo Pel Dan Myin,0,2018.0,88,"Drama,Thriller",7.6,1474.0,Christina Kyi,"Min Htet possesses a perfect life which will be envied by a lot. He is rich; owns a gallery and in addition to all that, has a beautiful wife called Zin Mar. He is the epitome of happiness and success. But at one point in his life, he committed a unforgettable sin which destroyed both his marriage and business. After a series of events that nearly destructed his life, he started to realize his perfect life may not be as what he thinks it is."
tt0399437,Old Women,Starukhi,0,2003.0,100,Drama,7.2,178.0,Gennadiy Sidorov,"A small village in the Russian campaign is inhabited only by few old women and a boy. When a family of refugees arrives they are at first opposed by the community, but eventually they'll be accepted and help revive the village."
tt4887106,The Arabian Warrior,Shoot,0,2018.0,89,"Drama,Sport",7.3,103.0,Aymen Khoja,"After studying at university and excelling in soccer, a young Saudi is torn between the traditions of his father and the freedom he experiences in the U.S."
