tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,synopsis
tt0301083,Cardcaptor Sakura: The Sealed Card,Kâdokaputâ Sakura: Fûin sareta kâdo,0,2000.0,79,"Adventure,Animation,Comedy",7.8,1638.0,Morio Asaka,"Sakura Kinomoto has become the Clow Mistress and a powerful sorceress in her own right. At the age of ten, she accidentally found the Clow Book, containing the magical Clow Cards created by Clow Reed, and was tasked to capture them after releasing them from the book. Sakura succeeds in capturing the cards and became their master after recognition by their guardians Keroberos and Yue. In a second task, Sakura had to use her own magic to transform the cards in Sakura Cards or they would cease being magical, whilst challenged by Clow Reeds reincarnation Eriol Hiiragizawa. Sakura successfully transforms all the cards and becomes their true mistress. The series, which the film is a continuation of, ended with Sakuras rival-turned-friend Syaoran Li confessing his love to her before leaving for Hong Kong. Sakura remained unsure of how to respond, but her affection for Syaoran led to the creation of a brand new Clow Card, appearing as a winged heart but lacked a name.The film opens in the demolished remains of the house owned by Clow Reed/Eriol, but the site begins to tremor. A chair is launched up into the air and crashes back down, revealing a hole beneath where a glowing, unsealed Clow Card lies in darkness. The film cuts to night at Penguin Park in Tomoeda, Japan, where Sakura is practicing her magic against monsters created through the power of the Create Card, and is aided by Keroberos and Yue. The fight ends, and is revealed to be part of a video recording directed by Sakuras best friend and cousin Tomoyo Daidoji. Sakura, Tomoyo and Kero (the smaller form of Keroberos) watch the video in Sakuras bedroom. While Tomoyo and Kero celebrate the film, Sakura is embarrassed by it. Tomoyo skims through the Clow Cards, trying to decide which ones to use in the next video, with Kero objecting to the use of the Change Card, reminding him of its body swapping magic which caused trouble for him and Syaoran.The mention of Syaoran causes Sakura to blush, realising she did love Syaoran when she created the unnamed Clow Card. Syaorans voice catches her attention, revealing there is unrecorded footage still on the video of Sakura and Syaoran battling the Bubble Card. Sakura admits to Tomoyo that she does love Syaoran, and intends on telling him face-to-face like he did, gaining Tomoyos support. The next day, Sakura prepares to go to school, even though it is the summer, mainly because her class is performing a play as part of Tomoedas annual Nadeshiko Festival. After being teased by her big brother Toya, Sakura rollerskates to school, but ends up late for the rehearsal, where she is to play the role of a princess opposite Takashi Yamazaki who is playing the prince. The play was written by Naoko Yanagisawa. After school, Sakura and Tomoyo pass by where Eriols house was, now replaced with an amusement park, which will open soon. That night, Sakura rehearses a part of the play at home, but the words remind her of what she will have to say to Syaoran. At the amusement park, the unsealed card materialises above the parks clock tower, taking on the form of a young girl sporting wings. This is the Nothing Card.Sakura and Tomoyo visit the park, but Sakura senses the Clow Cards aura and runs into the park to find. She rounds a corner and collides with someone, who grabs her hand. Sakura apologises but is shocked when her saviour is noneother than Syaoran. Syaorans cousin Meiling runs around the corner, surprising Sakura even more. At Penguin Park, Sakura catches up Meiling who nearly lets slip that she and Tomoyo planned this reunion. Meiling whispers to Sakura that her engagement to Syaoran has ended, following a promise they made that they would end it if Syaoran found someone else who he loved more, namely Sakura. Syaoran asks Tomoyo if she was the one who invited them to Tomoeda, which Tomoyo admits to. She asks him if he wanted to see Sakura again, but he worries that his presence will now force an answer from Sakura. Meiling explains she is staying at Tomoyos mansion during their stay and has to decline Sakuras invitation to dinner since she is going to be busy with Tomoyo, but asks Sakura to treat Syaoran instead, much to Sakura and Syaorans surprise.After Tomoyo and Meiling deliberately make excuses to leave, Sakura takes Syaoran home though the atmosphere between them is awkward, until Sakura attempts to pluck up the courage to confess to Syaoran, only for her attempt to be crashed by Keros sudden appearance when he smells cake. Sakura dashes off to make dinner, leaving Syaoran and Kero to argue to the point that Kero transforms into Keroberos and pins Syaoran to the sofa, mocking him. After dinner, Syaoran and Kero nearly argue again, but Sakura scolds Kero. Sakura takes a second opportunity to confess to Syaoran, only for Toya and his best friend Yukito Tsukishiro, the human form of Yue, enter, with Toya raging upon seeing Syaoran. Syaoran leaves for the night, with Sakura seeing him off, promising to see each other at school tomorrow. Inside, Toya and Yukito have dinner, but Toya is moody because Syaoran returned. Upstairs in Sakuras bedroom, the Clow Cards glow, and the Change Card is stolen by the Nothing Card, unnoticed by Sakura and Kero.Syaoran and Meiling arrive at school where they reunite with their friends. Meiling goes to Tomoyo, expressing her disappointment that Sakura did not confess, but Tomoyo is pleased, hoping to be able to record Sakuras confession on her trusty video camera. Sakura arrives late again, and shyly says good morning to Syaoran. After school, Sakura and her friends walk through the park, with Meiling none-too-subtly to Sakura that she should pick the right time to confess to Syaoran, though Sakura remains dense to Meilings implications. The group go to buy some juice, but Sakura becomes puzzled by its location, previously using a now-absent mailbox to remember the right street. The group leave, failing to noticing the remains of the mailbox, as if it has been erased from existence.That night, Sakura writes a letter to Eriol, who left Tomoeda four months ago back to England with his friends Kaho Mizuki, Spinel Sun and Ruby Moon. Kero also wrote a letter for Spinel, his rival, after completing a video game that day. Sakura falls asleep, as another Clow Card is stolen by the Nothing. A montage follows in school as the class rehearses for the play, with Sakura and Syaoran spending most of the time staring at each other from afar. Sakura catches Syaoran out in the hall and tries to confess, only for it to be stopped when an army of students run by. Tomoyo presents the plays costumes to Sakura and Yamizaki, Sakura wearing a beautiful pink gown, and ends up sharing a far off look with Syaoran.That afternoon, Sakura and Syaoran are deliberately left alone together by Tomoyo and Meiling, only for Sakuras fourth attempt at a confession is interrupted by Toya dressed in a rabbit costume, promoting the festival. Yukito scolds Toya and forces him to buy ice cream for Sakura and the others. Sakura and Yukito sit together, with Yukito, who was Sakuras former crush, asking if she has confessed to her true love. Sakura admits she hasnt but will do her best, Yue giving her his support and that of Yue. Another Clow Card is stolen from Sakuras bag, but this time, Sakura senses the cards disappearance and checks her bag. In the park, Sakura tell Syaoran she felt an aura but assumes it was just her imagination. The group discovers a bridge in the park has disappeared. Sakura informs Kero of the missing bridge, but while waving it off, he tells Sakura to keep her cards on hand. Sakura receives a phone call from Meiling, inviting her to the amusement park tomorrow.The next day, Sakura is late for the meet up at the amusement park, with Tomoyo and Meiling vowing to get Sakura to confess at the park. In a montage, the group are shown enjoying the day, until Meiling decides to go onto the ferris wheel. Since it is only two people per carriage, Meiling and Tomoyo decide to share one, forcing Sakura and Syaoran to go together. On the ferris wheel, Tomoyo films the carriage that Sakura and Syaoran are in, who sit in their own in uncomfortable silence. Sakura takes the opportunity to tell Syaoran without interference, only for another Clow Card to be stolen. Sakura and Syaoran both spot it and pursue the card as soon as they can exit the ferris wheel.Sensing the aura Sakura felt on the day Syaoran returned, they follow it to the parks funhouse and realise there is a new Clow Card in the attraction. Sakura and Syaoran spot the Nothing Card watching them through a mirror and confront her. Sakura goes to use the Through Card and discovers it has gone missing. Before Sakuras eyes, the Nothing steals three more cards, asking that she return her friends. Sakura summons the Wood Card, but the Nothing steals the card as well before disappearing. Sakura informs Kero of what happened, but is interrupted by a phone call from Eriol, who is aware of what is happening.Eriol explains that the Nothing was created and sealed away by Clow Reed, and acts as a negative counterbalance to the combined powers of the fifty-two original Clow Cards. Now that all of the cards became Sakura Cards, the Nothings seal has been broken and she is stealing the cards to reclaim the balance between the cards creative powers and her own destructive powers. Eriol asks if part of the city have disappeared, causing Sakura to remember the missing mailbox and bridge. Eriol explains the Nothing will continue erasing things, even people, until she regains all of the cards. Eriol tells Sakura that she must seal and transform the Nothing into a Sakura Card, but it will come at a price, namely the love Sakura has for the person she holds most dear. Eriols phone line, which has been protected by an incantation all this time, is destroyed by the Nothing, ending Sakura and Eriols call. Eriol turns to his friends including Kaho Mizuki, who asks if he knows the outcome of the situation, but Eriol does not.The next day, the class finish a full rehearsal of the play, with their teacher Mr. Terada rallying everyone for the festival tomorrow. Sakura and Syaoran go outside where it is raining and Sakura explains everything Eriol told her to Syaoran. Sakura recalls that she was briefly trapped in a world without love when she faced the Final Judgement after capturing the Clow Cards, and admits she never wants to see something like that happen again. With no apparent way around it, Syaoran seemingly admits defeat. Sakura asks why he would throw away his love so easily, but Syaoran claims he would rather give up his feelings than see the whole city be destroyed. Hurt by these comments, Sakura runs out into the rain until she meets Yukito. When Sakura is unable to explain what is wrong, Yukito transform into Yue to make it easier for her and learns of the situation and gives Sakura a boost of confidence.The day of the Nadeshiko Festival arrives, but Sakura is upset by her situation. Tomoyo, Meiling and Kero are present, with Syaoran standing outside the door. The Nothing appears, stealing another card and leaving a large hole in the middle of the schools running track. Sakura uses the Sleep Card to knock everyone save herself and her friends out, but the Nothing steals Sleep before vanishing. The others wake up, but Yamazaki has hurt his arm, leaving him unfit to participate in the play. Mr. Terada suggests cancelling the play, but Yamazaki objects, telling everyone that Syaoran is a worthy replacement. That night, Tomoyo performs onstage at an amphitheatre before the townsfolk of Tomoeda, while both Sakura and Syaoran are worrying about both performing and the Nothing Card. Tomoyo ends her song and joins Sakura and Kero in a dressing room, telling her friends that every day should be lived well so that there are no regrets.At the amphitheatre, Sakuras father Fujitaka ends up sitting beside Tomoyos mother Sonomi, who he and his late wife Nadeshiko are related too. As the play begins, Sonomi has her bodyguards prepare large video equipment to record it. Sakura enters on stage with her friends including Meiling, Sakura playing a princess at a masquerade ball. The plays setting involves two nations battling for a magic stone, but the ball is to uphold peace. Sakura comments she is not a good dancer, but Meiling encourages her to take centre stage and look for a good dancer who will help her. Sakura admits she hates war, prompting Syaoran as a prince to step up and reveal his similar opinions. Syaoran invites Sakura to dance, though admitting he is not very good at it. The two dance onstage, with Kero, Tomoyo, Meiling and an angry Toya watching.The play continues, where Syaoran and Sakura are now alone, with Syaoran admitting he is a prince from the warring neighbouring country. Syaoran then confesses his love to Sakura, who is unable to accept her own love for the prince. Most of the onlookers are in tears at this point. Sakura tells Syaoran to erase his feelings of her from his heart and goes to leave in tears, only for the lighting to suddenly explode and the whole city shakes. Realising the Nothing is near, Sakura witnesses most of the Clow Cards being stolen by the Nothing all at once. Huge black orbs spread across the city, erasing great chunks of it, and the audience, Sakuras friends, Fujitaka, Sonomi and Toya are all caught in the Nothings power and disappear. Kero and Yukito transform into Keroberos and Yue, joining Sakura, Syaoran, Tomoyo and Meiling. Sakura decides she must seal the Nothing, and Syaoran agrees to go with her.Tomoyo chimes in, revealing she has made battle costumes for Sakura and Syaoran for the upcoming battle, believing Sakura will return from the fight with a smile. On a rooftop, the group observe the destruction caused by the Nothing. Sakura and Syaoran wear their new battle costumes, Sakura wearing a pink outfit with long gloves, and Syaoran wears a similar green-coloured outfit. The Nothing steals more cards, but Sakura tries using the Windy Card to divert the cards back to her, only for them all to be caught by the Nothing. The whole building shakes, and Sakura spots Tomoyo and Meiling being caught in one of the black orbs. Sakura races to save them, but Syaoran grabs her at the last moment, but their friends disappear. Keroberos and Yue realise the Nothing is hiding out at the amusement park, so the four fly to find her.The group land at the park and are immediately set upon by enchanted parts of the park. The Nothing tosses a Viking ship at Sakura, but she evades it by using the Jump Card, which allows her to jump great heights and distances. She leaps up to the rollercoaster but sees the Nothing moving a rollercoaster cart slowly down a hill before she steals the Jump. Sakura flees from the rollercoaster and uses the Time Card to freeze time. The Nothing begins to weaken Times power and steals it. Sakura falls from the rollercoaster but is saved by Keroberos. Yue leaps into battle and tries to shoot the Nothing with an arrow, only for it to be deflected by the Nothings shield, and Yue is consumed by her power. Keroberos follows, launching a blast of fire at her, and tries to strike her from the air, only to be consumed by the Nothings power too.Syaoran concludes the Nothing can erase the magic made by Clow Reed. Sakura panics, asking what they should do, but turns and finds Syaoran has vanished. Syaoran chases the Nothing who has fled to the ferris wheel. Syaoran leaps onto it to confront her and fires a lightning-based attack at her from his sword, hoping it will convince her to become a card. Sakura runs over, as the Nothing activates its power, obliterating the ferris wheel and taking Syaoran with it. Sakura uses the Fly Card, sprouting wings, and flies to try to save Syaoran, but fails. Realising everyone she loves is gone, Sakura cries and pursues the Nothing as she flies back to the clock tower.Sakura flies up to confront the Nothing, but she steals the Fly Card, causing Sakura to fall down the tower. She grabs onto the clock towers giant pendulum and uses the Shield Card to defend herself when the Nothing breaks the pendulum in two. The pendulum drops to the ground, but Sakura makes it to a staircase spiralling the tower. Syaoran is revealed to have survived the Nothings power and crouches at the bottom of the tower. The Nothing confronts Sakura, glad that she has collected all of her friends. Sakura threatens to seal the Nothing, but she objects, trying to swallow with her powers. Trapped on a ledge, Sakura is approached by the Nothing who asks her why she is trying to take her friends from her, lamenting that she was imprisoned in darkness for so long. Sakura shouts at the Nothing, telling her stealing the cards is no way to make friends. The Clow Cards all escape the Nothing, who asks if they hate her. When the cards return to Sakuras side, she collapses and bursts into tears.The Clow Cards form a bridge for Sakura to walk to the Nothing. Sakura walks over to the Nothing, telling her that everything will be alright, and invites her to join her fellow cards out of friendship. The Nothing silently accepts, so Sakura uses her Clow Staff to seal the Nothing, lamenting she was unable to tell Syaoran how she felt. However, as the Nothing turns into a card, her powers suddenly surround Syaoran instead of Sakura. Syaoran realises he was chosen instead of her because he had more magic left, but promises Sakura even if his feelings for her are erased, he will fall in love with her all over again. Syaoran is consumed by the Nothings power, causing Sakura to cry. However, the nameless card she has flies out and intercepts the Nothings magic.Sakura sobs to herself that Syaorans love is gone, only for the nameless card to float down to her, revealed to her fused with the Nothing, and has gained a name The Hope Card. Sakura notices Syaoran looking at her, so she takes the opportunity to confess to him at long last. Syaoran does not react, causing Sakura to start crying again. However, Syaoran suddenly speaks, revealing he too shares her feelings, and his memory of her was not erased after all, thanks to the nameless card intervening with the Nothings powers. Sakura cries tears of joy as the sun rises over Tomoeda and the Nothings destruction is reversed. Outside, Tomoyo, Meiling, Fujitaka, Sonomi, Toya, Kero and Yukito awaken and find the world is back to normal, though Yukito catches Kero moving about.In the clock tower, Sakura activates the Jump Card, intending to jump through the hole in the tower to reach Syaoran. Syaoran objects, telling her to wait until the floor reappears. Impatient and ready to hug him, Sakura takes a running jump and springs across the hole to reach Syaoran, proclaiming that she loves him, as the credits roll. A promotional still that came with the DVD revealed that Sakura reached Syaoran, and landed in his arms."
tt0482372,Lost Secrets of Ancient Medicine: The Journey of the Blue Buddha,Lost Secrets of Ancient Medicine: The Journey of the Blue Buddha,0,2006.0,47,Documentary,9.0,15.0,"Aerlyn Weissman, Tetsuya Itano","Twelve hundred years ago, the people of Tibet developed a comprehensive medical system. The practitioners understood how the mind can powerfully affect the body. They made medicines from plants and minerals blessed in lengthy rituals. This knowledge was encoded in a series of elaborate paintings known as The Atlas of Tibetan Medicine. The Atlas was hidden away in museum archives, in Siberia, for ages. This documentary surveys the evolving practice of Tibetan medicine in today's Chinese-controlled Tibet. It also as takes a look at the practice in the exile community of Dharamsala, India, the Russian republic of Buryatia and in North America. With its message of natural healing, human connection and right living, Tibetan medicine is all the more precious for having nearly been lost."
tt4507230,Camp,Camp,0,2015.0,65,Documentary,9.0,30.0,Dan Zelikman,"A summer documented at a camp where kids are removed from technology for seven weeks, and are immersed in nature to cultivate friendships and build independence. Whether venturing into the wild or competing in sports-it's all about camp."
tt0102167,The Josephine Baker Story,The Josephine Baker Story,0,1991.0,130,"Biography,Drama,History",7.1,1475.0,Brian Gibson,"Born poor in St. Louis, Missouri, Josephine Baker achieved fame and fortune through her sizzlingly exotic, erotic performances. Starting life on the American Vaudeville circuit, success takes Josephine to Paris where her semi-nude dancing causes an international sensation. Through her marriages to an Italian pseudo-count and an orchestra leader, to her bond with army officer Sydney Williams, Josephine's life is a rollercoaster ride of love and rejection from both her lovers and her country. But semi-nude, or head-to-toes in sequins; in battle fatigues or rags - her beauty and ambition ensured that Josephine Baker will always be remembered as the first, and possibly most loved, truly international star.

—HBO Home Video"
tt1941569,Just Do It: A Tale of Modern-day Outlaws,Just Do It: A Tale of Modern-day Outlaws,0,2011.0,90,Documentary,7.1,109.0,Emily James,"This punchy, adrenaline-fuelled documentary lifts the lid on climate activism and the troublemakers who dare to cross the line."
tt6467968,Directions,Posoki,0,2017.0,103,Drama,7.5,1987.0,Stephan Komandarev,Multiple stories of taxi drivers while they work one night.
tt5577076,Women Outward Bound,Women Outward Bound,0,2016.0,66,"Adventure,Documentary,History",7.2,7.0,Maxine Davis,It was tough. It was beautiful. It changed these girls in 1965 forever.
tt1781889,Presence of Darkness,Presence of Darkness,0,2010.0,91,Horror,7.3,9.0,Josef Niznik,"What happens when you're attacked by something, but no one believes you? Ben, Melissa, Darnell, and Courtney are about to find out. One by one, it seems something is out to turn their fears into reality."
tt3265488,I Follow the Cocumat's Leap and Head West,Seguo il salto del cocumat e vado verso occidente,0,2019.0,77,Comedy,8.2,5.0,Lorenzo Bechi,Franco and Franco decide to go on a trip in the countryside.
tt5672170,Bridging Urban America: The Story of Ralph Modjeski,Bridging Urban America: The Story of Ralph Modjeski,0,2016.0,87,"Biography,Documentary,Drama",8.0,8.0,"Leonard Myszynski, Basia Myszynski","Stories about North American bridges and connectivity, a virtuoso pianist + master builder. The melding of artistry + practicality."
tt1565024,Krik,Krik,0,2008.0,98,Documentary,7.5,16.0,Dejan Zecevic,"Documentary film about the largest mass murder in Europe. In Eastern Serbia live isolated groups of people according to the rules that haven't changed more than a thousand years. Inhabitants of the region do not hide the fear of black magic ... How peaceful neighbor became a mass murderer?

—Anonymous"
tt2776800,Accidental Muse,Accidental Muse,0,2017.0,100,Drama,8.8,7.0,Roana Wullinger,"Raffaello Micheli, the son of a famous painter, tries unsuccessfully to follow in the footsteps of his father, until cleaning lady Maria, inspires him without even knowing it. Their art, created by accident, forces them to work together."
tt3421052,Love Yoou Soniye,Love Yoou Soniye,0,2013.0,140,"Comedy,Drama,Musical",7.1,17.0,Sahil Kohli,"Members of rival families eventually realize they are falling in love, much to their parents' consternation."
tt4271876,Rakhi Purnima,Rakhi Purnima,0,2001.0,125,"Drama,Family,Musical",7.7,27.0,Anjan Chakraborty,Twin sisters Rakhi and Purnima share a strong sibling bond and take on each others' problems.
tt4199000,Dodging Bullets,Dodging Bullets,0,2015.0,100,Documentary,8.0,8.0,"Kathy Broere, Bobby Trench, Sarah Edstrom","Americas fickle love affair with Native Americans is limited to revisionist stories of passive Indian maidens like Pocahontas and Sacajawea or fierce doomed warriors like Sitting Bull and Crazy Horse. Worse, the modern stereotype America has about Native Americans is limited to the oppressed drunkard or the fat casino cat, neither of which deserves understanding nor empathy. No matter what kind of image is evoked, you cant win if youre Native: A successful Indian exploits the American way by not giving back his fair share and a downtrodden Indian cant pull himself up by his boot straps no matter how much government assistance hes given. Native Americans are blamed for not taking responsibility for the plight of their people and told that they dont deserve help or money despite the fact that Native Americans have the highest poverty rates and the lowest access to health care of any race in the United States. But when we look beneath the stereotypes and understand the issues and statistics of whats really happening in Indian Country, the truth is surprising, complex, and frustrating. There are spiritual, psychological, and physical wounds experienced in large numbers of the Native American population and these hurts have a name, Historical Trauma. The theory of Historical Trauma stemmed from research done by Dr. Maria Yellowhorse Braveheart in her own community during the 1980s. Dodging Bullets, confronts Historical Trauma head-on through interviews and discussions with young Native Americans whose lives are stricken by plights known to be effects of Historical Trauma. The film explores research professionals whose work helps develop a better understanding of Trauma, how it relates to Native Americans specifically and provides insight into ways we can improve the outcomes of Native people dealing with these challenges. The individuals shown in the film come from a variety of social and economic backgrounds: for example, a middle-school student living on the poverty stricken Blackfeet Indian Reservation battling an addiction to meth, a hardened enforcer of the A.I.M., who has leaned the importance of love late in life to a successful author/professor teaching the Ojibwe language to university students."
tt0933878,Convict,Otis E.,0,2009.0,\N,Thriller,7.2,98.0,Jeff Daniel Phillips,"California prisons are in crisis. Inmates are dying at an unusually high rate, rehabilitation programs are minimal, and a federal receiver has taken control of the prison health care system. Prisons are severely overcrowded with 173,000 prisoners sleeping in gyms, day rooms and classrooms and state prison facilities will likely run out of space by this time next year. California has the highest recidivism rate in the country: 70 percent of prisoners are re-imprisoned within three years.After spending nearly 15 years in solitary confinement, Otis (Kevin Durand: Smoking Aces, 3:10 To Yuma, Wild Hogs) is released back into society. Under the supervision of Los Angeles County Probation Officer, John Anderson (Mike Wiles: Transformers, Art School Confidential), he moves into a transitional facility, run by Al (Jack Kehler: winner of the Chlotrudis Award for Best Supporting Actor opposite Phillip Seymour Hoffman in Love Liza, also Fever Pitch, The Big Lebowski), where his re-assimilation can be monitored.Otis attempts to start a new life but the past is too enticing. He heads to a local Taxi Dancer club where he meets Penny (Tammy Trull: Harsh Times, Havoc), a dancer who seems to care about him. This being so unfamiliar to Otis, he stays with her far beyond his curfew.Fearing the consequences of violating his parole, he decides not to return at all. During breakfast, Otis is approached by Hamid (David Diaan), a Persian Rug salesman. He offers Otis a job helping with his deliveries. Otis agrees and Hamid takes him to an isolated desert community to revisit some previous customers. Among these, the compound of the evangelist broadcaster, Reverend Roy (Peter Stormare Whom finished playing mobster John Abruzzi in the hit TV series PRISON BREAK this last fall, he is easily remembered in the smash hits FARGO, THE Big Lebowski, Minority Report, the multiple Oscar nominated Chocolat and Lars Von Trier's critically acclaimed Dancer In The Dark) with his congregation of vestal vixens, and the exotic artist Palma who decides Otis deserves a place in a mythological mural she is painting.As officer Anderson learns of Otis' disappearance, he decides that he must lead the search to find the missing parolee. During the investigation, bits of Otis' troubled and violent past are revealed, including his forced involvement in prison gladiator matches. When they learn of Penny, they find she is missing as well. Officer Anderson fears the worst. Following the GPS on Otis' leg bracelet, Officer Anderson heads to the desert. He meets up with the local Sheriff and they relentlessly track Otis and Hamid throughout their odyssey, culminating in a final confrontation between Otis, the law and destiny."
tt6183670,Ella and the secret of Shark Rock,Ella and the secret of Shark Rock,0,2014.0,50,"Documentary,Family",7.7,10.0,"Jan Lampen, Nicolas Millet","The story of Ella Addison, an extraordinary 12 year old girl who swims with sharks."
tt4261742,River Runner,River Runner,0,2015.0,\N,"Adventure,Documentary",8.1,9.0,Declan O'Mahony,River Runner is a feature length documentary of a river system in southern Ireland that holds many secrets. This is the true story of the plight of the wild Atlantic salmon and the near catastrophic clear felling of a unique river forest. Two dams built in the 1950's killed the salmon run. 39 Irish speaking families were issued compulsory orders and their homesteads were blasted out of existence. The lands were flooded a whole community wiped out of existence for the sake of progress.This is the untold story.
tt1949597,The Only One Who Knows You're Afraid,The Only One Who Knows You're Afraid,0,2011.0,89,"Adventure,Drama,War",7.2,14.0,Timothy Reynard,Two British Commandos embark on a remarkable journey across France after surviving the deadly 1942 Raid of Saint Nazaire.
tt0440158,Broken Bridges,Broken Bridges,0,1999.0,96,Drama,7.0,50.0,Rafigh Pooya,"A young filmmaker of Azerbaijani origins decides to fulfill his seven-year obsession to make a docudrama about the short, tragic life of his late mother. Much to his American wife's consternation, the filmmaker decides to travel to Moscow and Azerbaijan to make the film. He casts a young woman to play his mother, who had been forced from her home to live in the artificially created new nation of Azerbaijan. Political and marital problems follow.

—bradleykent1@yahoo.com"
tt13642590,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,0,2021.0,104,"Animation,Mystery",7.3,245.0,Wataru Takahashi,When the five visit a private academy Kazama is attacked. He is left with reduced intelligence and strange bite marks. Now available on DVD and BluRay in Japan in the original Japanese audio.
tt1956635,Storyteller of Terror,Storyteller of Terror,0,2011.0,104,Horror,7.8,8.0,Erik Herrera,"Domenic Walker was once the number one horror writer in the world. His career was great until his books and movies started to flop. His friends and the media, especially a movie critic by the name of Henry Torres, bashed him constantly on his radio show. Domenic's divorce didn't make things any better. He was being sued for millions by his soon to be ex-wife Alicia. The only two people left that supported Domenic was Professor Khalun and his agent Eric. Domenic's fascination for the supernatural powers of ancient artifacts worried his professor. Eric tried to get Domenic back on his feet several times with little success. Over emotional and stressed, Domenic's life took a dive. Drinking and depression took its toll. Domenic wanted revenge and to recover his once lost fame. He was in no position to accomplish this, but he wondered about the legend of the supernatural powers held by a medallion recently discovered by his professor in Spain. Could it be true? Could something from the ancient time be used to strike down on those who destroyed his career? What if it was only a myth? According to the legend, the power could only be unleashed upon committing suicide. Domenic is losing his mind, but what he could unleash could give him power beyond understanding. Was he part of a more evil plan all along? What evils from the past were playing with his future? He wants revenge and everything comes with a price.

—Jose Jimenez Jr"
tt9204760,The Way to Paradise,The Way to Paradise,0,2021.0,100,"Drama,Thriller",8.1,12.0,Wahid Sanouji,"Najib, a young Moroccan born in The Netherlands, has just graduated from law school and aspires to get his master's degree. Because his older brother is being arrested for criminal activities, Najib is now required to take care of his family overnight. Events are jostling in his life. He abandons his studies and fails to meet the needs on his own. Being on the verge of despair, he is approached by Brahim who offers him help. The latter will exploit the of vulnerability and finally convinces him to fight the holy war.

—Wahid Sanouji & Ray van der Bas"
tt1500885,Searching for Elliott Smith,Searching for Elliott Smith,0,2009.0,80,"Biography,Crime,Documentary",7.8,59.0,Gil Reyes,The unauthorized biography of the Patron Saint of Indie Rock.
tt12881834,Angel Finds Wings,Bidadari Mencari Sayap,0,2020.0,89,Drama,7.0,36.0,Aria Kusumadewa,"Reza is a Muslim of Arab descent who is married to Angela, a girl of Chinese blood. Even though they have decided to convert to Islam, Reza's family still does not accept Angela's presence."
tt5277298,Mexico's Bravest Man,Mexico's Bravest Man,0,2016.0,85,Documentary,7.0,45.0,Charlie Minn,"Julian Leyzaola Perez, former military officer turned police chief, declared open war on the drug cartels in Tijuana, MX and Juarez, MX. Murder rates in both cities dropped, while outrage spilled over regarding human rights abuses committed by Leyzaola's police force. Are Leyzaola's hardball policies justified? What are his loyalties? In a society known for rampant political corruption at all levels, is it possible for a police chief to play a clean game?

—anonymous"
tt9916538,Kuambil Lagi Hatiku,Kuambil Lagi Hatiku,0,2019.0,123,Drama,8.3,6.0,Azhar Kinoi Lubis,"Agra City, India, will be the witness to the marriage of Sinta and Vikash, which are just counting the days. But Sinta is shocked by her mother, Widhi Malthora, who suddenly disappears. Sinta tries various ways to find out her mother's whereabouts while Vikash's family urge that the marriage be carried out immediately. Apparently, Widhi returns to her hometown in Indonesia after receiving a telephone call from Dimas, her only brother. Widhi gets word that her father had died three months ago. Sinta is shocked because she always heard from her mother that her mother has no family in Java. Sinta is following her mother's departure with a thousand questions and delays her marriage in India. Arriving in Borobudur Village, Widhi's hometown, how surprised is Sinta, when she discovers the reality of her true roots and the dark secrets of her mother's past is not as beautiful as she has imagined so far. This reality will change her life forever.

—filmindonesia.or.id"
tt4958426,Beauties of the Night,Bellas de Noche,0,2016.0,92,Documentary,7.2,575.0,Maria Jose Cuevas,"An honest portrait of five women who go through the night looking for other possibilities of beauty while discovering the passing of time, lost youth, the mirage that is fame, and the chance for happiness."
tt5136156,Called to Rescue,Called to Rescue,0,2016.0,65,Documentary,7.8,21.0,"Loghan Call, Naomi Sophia Call","How the union of chance encounters, inner callings, and the unconditional love shared by animals is changing the course of countless lives and possibly...our planetary evolution."
tt15462382,Valiyor Silar,Valiyor Silar,0,2021.0,85,Action,7.6,419.0,Naveen Kumar,"The struggle between a youngster and a cop. When the policeman snatches the youngster's money, he must find a unique way to get his money back."
tt6239558,The People of the Kattawapiskak River,The People of the Kattawapiskak River,0,2012.0,50,Documentary,7.2,18.0,Alanis Obomsawin,"This documentary exposes the housing crisis faced by 1,700 Cree in Northern Ontario, a situation that led Attawapiskat's band chief, Theresa Spence, to ask the Canadian Red Cross for help. With the Idle No More movement making front page headlines, this film provides background and context for one aspect of the growing crisis."
tt2102504,Palace Living,Palace Living,0,2013.0,83,"Comedy,Drama",8.6,15.0,Zack Ordynans,"When two 30-ish couples retreat from New York City to a crumbling resort in the Catskills, they find a new home filled with quirky residents. As the friends struggle to adapt to a low-pressure life of leisure, their relationships fray."
tt12979626,Sell/Buy/Date,Sell/Buy/Date,0,2022.0,97,"Comedy,Drama",7.6,25.0,Sarah Jones,"One female comedian with many voices on a journey to better understand sex work, and her own personal relationship to it."
