tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,synopsis
tt5449862,Saving Jamaica Bay,Saving Jamaica Bay,0,2016.0,76,Documentary,7.5,16.0,David Sigal,A community fight against the government and Hurricane Sandy to preserve a precious resource that had become a dumping ground for garbage and murdered mobsters.
tt0497081,The 100 Greatest Family Films,The 100 Greatest Family Films,0,2005.0,301,Documentary,7.1,104.0,"Mark Murray, Helen Spencer","The top 100 family films, as voted for by the viewers."
tt1859438,A Little Thing Called Love,Sing lek lek tee reak wa rak,0,2010.0,118,"Comedy,Romance",7.6,5518.0,"Wasin Pokpong, Puttipong Pormsaka Na-Sakonnakorn","Life of a 14 year old girl Nam, who falls in love with her senior of tenth grade P'Shone and tries desperately to win his attention."
tt3385404,Six by Sondheim,Six by Sondheim,0,2013.0,86,Documentary,7.9,974.0,"Todd Haynes, Autumn de Wilde, James Lapine",An intimate and candid look at the life and art of the legendary composer-lyricist.
tt7475540,The Price of Everything,The Price of Everything,0,2018.0,98,Documentary,7.2,1173.0,Nathaniel Kahn,"With unprecedented access to pivotal artists and the white-hot market surrounding them, this film dives deep into the contemporary art world, holding a fun-house mirror up to our values and times."
tt1526744,Déchaînées,Déchaînées,0,2009.0,90,Drama,7.0,112.0,Raymond Vouillamoz,"19-year-old Lucy, a TV intern at a Swiss TV network, discovers a lookalike in archival footage about the local women's-lib movement in the 1970s. Her family's resistance to the matter convinces Lucy that a secret lurks behind this mysterious double, and she sets out to find the woman. She slowly finds out that her doppelganger, Genevieve, was an infamous feminist and abortion activist and could be her real grandmother. Why did Genevieve disappear? Why was she scratched from her family's history? Why did she abandon Lucy's mother? Lucy's family stays mum. Her problems pile up when she discovers she's pregnant by her ex-boyfriend. Torn between her mother's advice of an immediate abortion and her ex-boyfriend's proposal, Lucy cannot choose. She finds refuge in the idea that finding Genevieve, who abandoned her own child and was fighting for abortion rights, holds the key to her past, therefore her future as a woman. As her family implodes, Lucy and her abrasive teen sister discover a family plot that leads her to revisit the history of women's liberation in Switzerland through archival footage and encounters with participants in the 1970s movement. Her final confrontation with Genevieve lets out the heavy secret that encumbered her family for three generations of women and forces Lucy to position herself as a feminist.

—Ritaproductions"
tt1707818,Ethos,Ethos,0,2011.0,78,Documentary,7.4,1233.0,Pete McGrain,"Hosted by twice Oscar nominated actor Woody Harrelson, Ethos explores the mechanisms in our systems that work against democracy, the environment and our own personal liberty."
tt0923873,Reserved to Fight,Reserved to Fight,0,2008.0,60,Documentary,7.3,27.0,Chantelle Squires,"In May 2003, Fox Company of Marine Reserve Unit 2/23, returned home from active combat in Iraq. Reserved To Fight follows four Marines of Fox Company through three years of their postwar minefield of social and psychological reintegration into civilian life. The return to their communities proves as formidable a battle as the more literal firefights of previous months. Living among loved ones who don't yet understand them and how they have changed, contending with a media focused on the politics rather than the human experience of war, and suffering from a psychological disorder that is difficult to acknowledge, these young veterans grapple to find purpose and healing.

—Coby Cox, Chantelle Squires, and Manju Varghese"
tt1495990,The Meaning of Filo,The Meaning of Filo,0,2009.0,48,"Drama,Mystery,Thriller",9.0,27.0,Chris Langford,An alcoholic's inner fight for survival as he struggles through the late stages of addiction.
tt8927992,Exposure,Exposure,0,2021.0,88,"Adventure,Documentary",9.2,29.0,Holly Morris,"Against all odds and polar advice, a Muslim chaplain, a shy French biologist, a defiant Qatari princess and eight other women from the Arab World and the West attempt to ski across the melting Arctic sea ice to the North Pole. Director Holly Morris and her crew capture the struggle of these audacious explorers, led by veteran polar explorer Felicity Aston, as they navigate everything from frostbite to sexism and self-doubt in an intimate story of resilience, survival and global citizenry in what may be the last-ever over ice expedition to the Pole. But learning to navigate and survive in a polar environment wasn't the only obstacle. This team skied the same icy terrain as the rarified community of predominantly white male polar explorers and scientists. At many points in the journey, their place at the table was in question. Representing the nations of Slovenia, Oman, Qatar, Kuwait, Sweden, Saudi Arabia, France, and the U.K., the team worked through profound differences in language, religion, communication and culture to achieve a singular, common goal. In the end, four team members, including Sheikha Asma Al Thani of Qatar, became the first ever from their nations to ski to the North Pole.Our first stop was the Arctic outpost of Longyearbyen on Norway's Svalbard Archipelago, the northernmost community in the world. There we waited for a Russian team to build Ice Station Barneo - an epic undertaking delayed nearly three weeks in the wake of two recent helicopter crashes that grounded all aviation. When go-time finally came, we flew to Barneo to fuel up, and then in a MI-8 helicopter that dropped us and our sledges, laden with hundreds of pounds of gear, at 2 AM, into -39°F temperatures at roughly 89 degrees North. About 100 KM from the North Pole. And then, we skied."
tt6027448,Nang,Nang,0,2016.0,100,Drama,7.4,76.0,Dong Dang Giao,An emotional story about a vivacious daughter Sun and her inadequate but loving mother Rain.
tt11669702,The Tie,La cravate,0,2020.0,97,Documentary,7.2,307.0,"Etienne Chaillou, Mathias Théry","Bastien is twenty years old and has been active for five years in the main French far-right party. When the presidential campaign begins, he is invited by his superior to commit even further. Initiated into the art of wearing the suit and tie of a politician, he starts to dream of a career, but old demons return to haunt him."
tt1592891,An Autobiography of Michelle Maren,An Autobiography of Michelle Maren,0,2015.0,80,"Biography,Documentary",7.4,7.0,"Michelle Maren, Michel Negroponte","An Autobiography of Michelle Maren is another gripping portrait from the Michel Negroponte, the director of Jupiter's Wife. Once again, Negroponte's subject is a haunted woman whose past will not release her. The film begins with an email from Michelle Maren to the filmmaker because she has seen and admired Jupiter's Wife. A middle-aged former beauty queen, go-go dancer, professional escort, and porn star, Michelle lives on disability checks and struggles with clinical depression, borderline personality disorder, eating disorders and childhood trauma. Isolated and alone, she is seeking transformation and another chance through film. What unfolds is a cinematic blend of exposure therapy, psychological investigation, and confession. Secrets are revealed and the film builds to a startling conclusion that is as riveting as any fiction.

—Michel Negroponte"
tt9367878,(Polo)ostrov Krym,(Polo)ostrov Krym,0,2018.0,52,Documentary,7.8,13.0,Jaroslav Kratochvil,"Leopoldo García Peláez, cómico famoso reconocido internacionalmente como Polo Polo y por su gran repertorio de chistes para adultos, nos trae otra mas presentación en vivo de su show de humor realizado en la ciudad de México D.F. Filmado en alta definición, este segundo evento especial o stand -up comedy de 2009 nos hará morir de risa una vez mas de principio a fin con su humor negro y sarcasmo que lo caracteriza."
tt1950274,Mulberry Child,Mulberry Child,0,2011.0,85,"Biography,Documentary,Drama",7.9,52.0,Susan Morgan Cooper,"Jian Ping was born in China in 1960 during widespread famine caused by the economic disaster of Mao Zedongs Great Leap Forward. Tens of millions starved to death in the years preceding the charismatic leaders brutal and repressive Cultural Revolution (1966-1976) and his call to crush the Four Olds. Chaos became rampant as Mao empowered youth to revolution, threatening, humiliating, beating and killing anyone they chose to persecute.Jian was tiny, premature, often sick and unwanted by an already overburdened mother of four. She was left in the care of her grandmother, Nainai, without whom she might surely have died. It wasnt that love was lacking. It was simply unstated, expressions of emotion considered bourgeois, essentially forbidden under Communist rule.
Her parents were devoted to the Party, her mother placing duty to Mao above her own children. Her father, equally staunch in his belief, survived torture at the hands of Japanese invaders when he was young. Suspected of giving secrets to the enemy in exchange for his life while in captivity, he was later exonerated. He gradually distinguished himself, eventually becoming Deputy Governor of the city province of Baicheng.As danger escalated under Mao, neighbors indicted neighbors. Family members informed on one another. No one was safe. Without warning, Jians father was arrested and imprisoned, old suspicions causing him to be publicly humiliated and labeled Big Traitor. Jians mother, a school administrator, was detained and forced to write daily self-recrimination. Strong- willed, she refused to submit to harassment by the Red Guards insisting she denounce and divorce her husband. She would not allow her children to be fatherless.Forced to leave the Government compound, Jians older siblings were sent to the countryside for re-education by peasants. Jian and Nainai were banished to a remote and primitive mud hut to endure harsh conditions and sub-zero temperatures. It was years before the Cultural Revolution came to an end and Mao Zedong died in 1976. For Jian, vivid memories remain of a little girl of eight dodging a barrage of epithets and rocks as she made her way to see her father in prison. She has long held the belief that she must always remain composed, neither showing vulnerability to those who might seek to harm her nor pain to those she loves.As China moved forward, Jian resumed her education. earning an undergraduate degree in English, then immigrating to the United States to attain two masters degrees. She married and bore a baby girl who joined her mother in the States when she was five. As Jian worked hard to provide the trappings of a middle class American life for her daughter Lisa, ironically, a sense of disconnection seeming to build between them. Her eight-year odyssey to write her memoir, Mulberry Child, was born of a need to reveal her past under Mao and share Chinese family roots with Lisa. She was saddened when Lisa showed no interest in the book.When Jian Ping and Lisa returned to China for a bittersweet family visit and the triumphant 2008 Beijing Olympics, Lisa agreed to read the manuscript. Tracing her familys history, she began to see her mother in a different light and accept her own heritage."
tt0462610,When Love Walks In,When Love Walks In,0,2005.0,92,"Drama,Romance",7.8,15.0,"Brad Williamson, The Brothers Williamson, Kent C. Williamson","Irresponsible... Distant... Self-serving... These are the snapshots that describe John Redgrave. But that's before his wife dies and leaves him alone to raise their three-year-old daughter. Emotionally devastated, John attempts to pick up the pieces of his shattered life as his overzealous father rushes him to find a mother for his little girl. He could fall for Annelise Machiavelli, the aspiring artist he's hired as a baby-sitter, but his lingering grief continues to make him hesitant and uncertain about committing to a new relationship. Though Annelise stands ready to teach him that even tragedy can open the door to new opportunity, self-doubt, selfish ambition, and a crazy potential mother-in-law always seem to get in the way. Grief may conquer him... Fear may ruin him... But everything changes... When Love Walks In.

—Kent C. Williamson"
tt1178481,Second Chance Season,Second Chance Season,0,2007.0,97,"Documentary,Sport",8.1,31.0,Daniel H. Forer,"The story of Nick Young who makes his way through high school, despite the death of his brother, and saves his family through his success in basketball."
tt2043832,Doppelgänger Paul,Doppelgänger Paul,0,2011.0,81,Comedy,7.8,49.0,"Kris Elgstrand, Dylan Akio Smith","The unlikely relationship of two lonely men whose connection sets off a chain of events resulting in the loss of a thumb, the theft of a manuscript, and two appearances on a popular morning talk show."
tt3442018,"Banana Land: Blood, Bullets and Poison","Banana Land: Blood, Bullets and Poison",0,2014.0,\N,Documentary,8.3,39.0,"Jason Glaser, Diego Lopez",You'll never feel good about buying bananas again.
tt0109754,Everynight... Everynight,Everynight... Everynight,0,1994.0,92,Drama,7.0,64.0,Alkinos Tsilimidos,A new prisoner struggles to retain his humanity in a brutal maximum security division.
tt0346794,A Constant Forge,A Constant Forge,0,2000.0,200,"Biography,Documentary,Romance",7.4,482.0,Charles Kiselyak,"A look at the life, times, and art of independent film pioneer John Cassavetes through interviews with his family, friends, and admirers of his work."
tt15574500,Vortex: A Film Anthology,Vortex: A Film Anthology,0,2022.0,85,Horror,8.5,27.0,"Raffaele Marchetta, Thomas Ryan Ward, Grayson Berry","Nikola Tesla was a man with secrets and mysteries we could never imagine. Until now. 'Vortex: A Film Anthology' takes us into the 4th Dimension, as the greatest visionary is forced through a gauntlet of lawless alternate realities."
tt1838737,With Her,With Her,0,2012.0,\N,Drama,9.2,9.0,Kris Finnigan,"A male escort opens up to a first time writer about love, women, and business to give him insight for his first book. The writer meets a woman, and the film juxtaposes his experience with the tales of the escort."
tt0488835,Hamburger America,Hamburger America,0,2004.0,54,Documentary,7.8,108.0,George Motz,A look at the richness of America's hamburger tapestry.
tt8128780,When the Beat Drops,When the Beat Drops,0,2018.0,85,Documentary,7.6,83.0,Jamal Sims,"Explores the development of bucking, an energetic form of the dance, from the point of view of Anthony Davis, an Atlanta native who helped popularize it."
tt5377278,Rudolf Thome - Überall Blumen,Rudolf Thome - Überall Blumen,0,2016.0,84,"Biography,Documentary",7.7,23.0,Serpil Turhan,"Rudolf Thome wants to give it a last shot to start a project but comes to realize after a while that he can't shoot a new film under the given circumstances. In the documentary Rudolf Thome - Flowers Everywhere, Serpil Turhan depicts this transition into a new phase of his life."
tt1153112,Mogadischu,Mogadischu,0,2008.0,90,"Crime,Drama",7.2,1277.0,Roland Suso Richter,"In 1977, skyjackers abduct Lufthansa Flight 181, subsequently involving Germany's special operations unit GSG 9 to free all the hostages."
tt0109411,Chikat Navra,Chikat Navra,0,1994.0,\N,Drama,8.6,11.0,A. Radhaswamy,A wife decides to live separately from her husband because of his cost cutting habits in every small thing.
tt0907122,Indiscretion,Indiscretion,0,2006.0,83,Drama,8.7,15.0,Ivan Velez,An abused girl's fate hinges on a prayer and a balloon carrying a message. This innocent act will be the cause of others' paths to collide and change their lives forever.
tt6144092,En el séptimo día,En el séptimo día,0,2017.0,92,Drama,7.1,304.0,Jim McKay,"A group of undocumented Mexican immigrants work long hours six days a week, and then savor their day of rest on Sundays on the soccer fields of Brooklyn."
tt2194976,Le strade di San Faustino,Le strade di San Faustino,0,2012.0,\N,Comedy,8.7,11.0,Cristian Micheletti,"Le Strade di San Faustino è ambientato a Brescia in un ipotetico futuro prossimo in cui la città si trova nelle mani della malavita organizzata, guidata dal potente boss Dario Garatti. Il commissario Franklin P. Tagliente non riesce in nessun modo ad arginare la situazione e decide perciò di affidarsi all'esperienza e alla scaltrezza di Al Zimmerman e Dave Acosta, due ex agenti dai modi spicci, espulsi tre anni prima dal corpo di Polizia. Il tutto con il beneplacito dell'indecifrabile questore Paul Andretti, disposto a concedere a Tagliente un'ultima possibilità pur di porre fine all'emergenza criminale."
tt1727875,The Queen Has No Crown,The Queen Has No Crown,0,2011.0,52,"Biography,Documentary",7.5,34.0,Tomer Heymann,"Poignant meditation on family, loss, and the mental maps of homelessness. The film navigates the intimate lives of 5 brothers and their mother, over the course of a decade, through the pains of exile and the joys of family bonding. Exploring the politics of belonging, displacement, and homosexuality, the film examines the hard decisions one Israeli family has to make and the intractable bonds that unite them in the face of complicated life choices.

—Anonymous"
tt1709657,Far Marfa,Far Marfa,0,2013.0,86,"Comedy,Drama",8.1,83.0,Cory Van Dyke,"Carter Frazier looks to salvage his foundering life by finding a famous lost work of art that's gone missing in far away Marfa, Texas."
tt1381518,"5,000 Miles from Home","5,000 Miles from Home",0,2009.0,\N,Documentary,8.8,9.0,"Jim Distasio, Mark McCutcheon","They grew up in the rough-and-tumble ethnic neighborhoods of Chicago, speaking Italian at home, learning English at school and hanging out with friends of all backgrounds. Then war came along and turned their world upside down. Through in-depth interviews and rare archival material, 5,000 Miles From Home tells the riveting tale of how an entire generation of Chicago-area Italian boys became American men in the crucible of World War II. When you trade pasta and stickball for k-rations and an M1 rifle, something's got to give.

—Distasio, Jim"
tt10086784,John Light,John Light,0,2019.0,97,Drama,7.2,103.0,Jason Campbell,"John Light was one of the most dangerous inmates in Arizona's State Penitentiary. But after accepting Christ in prison, he finds his real struggles are just beginning."
tt1977894,Queen: Days of Our Lives,Queen: Days of Our Lives,0,2011.0,120,"Documentary,Music",8.4,1885.0,Matt O'Casey,The life and times of the rock band Queen - told in two parts covering in part one the 1970's and in part two the 1980's and beyond.
tt12767960,The New Normal,The New Normal,0,2020.0,138,Comedy,7.2,7.0,Teniola Olatoni,During a time of crisis a group of characters find that any decisions they make create a new normal for them.
tt8417706,Immaculate Memories: The Uncluttered Worlds of Christopher Pratt,Immaculate Memories: The Uncluttered Worlds of Christopher Pratt,0,2018.0,72,"Biography,Documentary",7.0,7.0,Kenneth J. Harvey,"The life and art of Christopher Pratt. 'Canada's most famous living painter' - The Globe & Mail. This is the first feature-length documentary that Christopher Pratt has agreed to participate in. An honest, funny, eloquent, bizarre, and sometimes unsettling account of his life and art, and an extremely important cultural document."
tt11269668,Sisters Courage,Khwatét,0,2017.0,60,"Biography,Documentary,Sport",8.2,10.0,"Latifa Robbana Doghri, Salem Trabelsi","Former boxing champion in Tunisia, Houda Rahali stopped fighting competition out of spite, when her sister Maroua Rahali (a boxer as well) abandoned her to start a career in France. Today Houda dreams of becoming an actress."
tt7291268,Gaga: Five Foot Two,Gaga: Five Foot Two,0,2017.0,100,"Documentary,Music",7.0,13083.0,Chris Moukarbel,This documentary goes behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.
tt1180306,The Only Image of My Father,Enda bilden av pappa,0,2004.0,58,Documentary,8.6,6.0,Kine Boman,She has never met her father. No one seems to know where he is. The only clue is an old postal stamp.
tt14669632,Heaven and Hell - The Centrepoint Story,Heaven and Hell - The Centrepoint Story,0,2021.0,\N,Documentary,7.8,13.0,"Thomas Robins, Natalie Malcon","Former members of the 1970s Centrepoint commune tell their stories, in this intimate and astonishing insight into New Zealand's most infamous cult."
tt5875708,B@ (Batman Parody Film),B@ (Batman Parody Film),0,2016.0,\N,Comedy,8.1,17.0,Tony Calkins,Your favorite dynamic duo is back and crazier than ever! Follow 1960's styled Batman and Robin on their mission to bust a drug lord and a few of their classic enemies.
tt1974319,Matha,Matha,0,2012.0,112,"Action,Romance,War",7.7,121.0,Boodee Keerthisena,"Two lovers, Yoga and Parvathi, meet on the battlefield of the Sri Lankan civil war. As the Liberation Tigers of Tamil Eelam attack the Sri Lankan army and tighten their grip on the Tamil people, Yoga and Parvathi struggle with feelings for each other and their own commitments to the LTTE. Parvathi's family is relocated to a concentration camp and Yoga is sent on a mission to Colombo by a jealous LTTE commander. But they soon meet again in battle and Parvathi becomes pregnant with Yoga's child. In the final days of the war, the Sri Lankan army closes in on the LTTE and rescues the Tamil refugees, and the lovers desperately flee the army and the LTTE for the sake of their baby.

—Anonymous"
tt2130114,Linotype: The Film,Linotype: The Film,0,2012.0,75,"Documentary,History,News",7.6,214.0,Douglas Wilson,"Called the Eighth Wonder of the World by Thomas Edison, the Linotype revolutionized printing and society. The film tells the surprisingly emotional story of the people connected to the Linotype and how it impacted the world."
tt2226333,Die Rebellen von Oberhausen,Die Rebellen von Oberhausen,0,2012.0,52,Documentary,7.3,8.0,Hans Jürgen Pohland,"50 Years of Young German Cinema. In 1962, 26 aspiring young filmmakers signed the Oberhausen Manifesto and declared: Daddy's Cinema Is Dead! 50 years later: Hansjürgen Jason Pohland, one of the bunch, visits his nine surviving fellow Rebels Of Oberhausen. Looking back at their careers, these filmmakers provide us with an inside perspective on the recent history of German cinema.

—Gerrit Haaland"
tt0831881,Land,Land,0,2010.0,76,Documentary,7.3,46.0,Julian T. Pinder,American entrepreneurs in Nicaragua encounter local resistance.
tt0169600,A Bela e o Monstro,A Bela e o Monstro,0,1998.0,\N,\N,7.8,11.0,"Teodora Tavares, Jorge Rosário, Nuno Viegas","Story about a girl who gets lost in a forest and then she finds a castle where a beast lives. She starts to fall in love with it just because of his sweetness, not because of his uglyness. But, can true love save the beast?"
tt1201620,Donkey in Lahore,Donkey in Lahore,0,2008.0,117,"Documentary,Drama",8.0,96.0,Faramarz K. Rahber,An Australia puppeteer falls for a beautiful Muslim girl during his stay in Pakistan.
tt15474896,Brother,Brother,0,2022.0,119,Drama,7.7,42.0,Clement Virgo,"Two brothers facing questions of masculinity, family, race and identity."
tt21094966,Patrick and the Whale,Patrick and the Whale,0,2022.0,72,Documentary,7.6,18.0,Mark Fletcher,"For twenty years, Patrick Dykstra has dedicated his life to traveling the globe, following and diving with whales. Over the years, Pat has learnt how whales see and hear, how they perceive other creatures in the water and how they behave at close quarters. He has a finely tuned sense and knows how to act when within touching distance of a whale - what to do, what not to do and when. This allows him to consistently get closer than anyone else alive - a truly unique skill. Patrick recently experienced a life-changing event. In Dominica in 2019, he had a close encounter with a female sperm whale. She seemed to be curious about him, coming within touching distance, pulsing him with her sonar. She studied him as he studied her. Patrick felt an overwhelming sense that she was genuinely trying to communicate. We will follow Patrick as he travels to Dominica again to find this special whale he named Dolores so she can help him show us the hidden world of her species. Using stunning underwater footage, Patrick will explore the fascinating nature of the sperm whale, attempting to shine a light on its intelligence and complexity, as well as highlighting its current and past relationship with humankind. The film will also follow his personal journey and explore the psychology of a man who has sacrificed everything in his single-minded quest to connect with and understand the biggest creatures in the ocean."
tt0448814,Top 10 Comic Book Heroes,Top 10 Comic Book Heroes,0,2002.0,50,Documentary,7.0,25.0,Richard Belfield,"Documentary about the comic book hero, and its role in our society, featuring interviews with some of the creators of the genre."
tt1160755,To pontikaki pou ithele na agixei ena asteraki,To pontikaki pou ithele na agixei ena asteraki,0,2007.0,30,"Animation,Family",7.9,29.0,"Angelos Rouvas, Panagiotis Rappas","An itsy-bitsy mouse who lives with his grandfather in a cosy nest somewhere in a small cottage, whenever he sees the stars, he dreams of touching one of them."
tt0257355,Birdseye,A.K.A. Birdseye,0,2002.0,90,"Comedy,Crime",7.0,70.0,"Stephen Beckner, Michael C. Huber","A.K.A. BIRDSEYE is the saga of an obsessive Colorado sheriff and his trusting teenage son, who risk it all when their twisted reconstruction of a mysterious kidnapping case escalates into a dangerous hunt for a mythical Swiss criminal."
tt0109962,From Beijing with Love,Gwok chaan Ling Ling Chat,0,1994.0,84,"Action,Comedy,Thriller",7.1,6721.0,"Stephen Chow, Lik-Chi Lee",An incompetent 007-wannabe is sent to locate a stolen dinosaur skull.
tt13071226,After Selma,After Selma,0,2019.0,46,Documentary,7.3,19.0,Loki Mulholland,"Emmy-winning filmmaker, Loki Mulholland (The Uncomfortable Truth), civil rights veteran, Joanne Blackmon Bland, and New York Times bestselling author, Carol Anderson (White Rage) dive into the history of voter suppression and the need for us to challenge it in order to preserve our democracy and equality for all."
tt6371694,Flounder,Flounder,0,2016.0,48,Adventure,7.4,9.0,Preston Tholan,"Flounder is an independent film created by high-school students featuring the thrilling story of a young runaway's adolescence and turbulent adventures. On his quest to find peace in the Sierra Nevadas, he finds himself in a counter-cultural facade. After overcoming his circumstances, he knows it's too late to turn back."
tt2337446,Haiti Redux,Haiti Redux,0,2012.0,58,Documentary,9.3,11.0,Fredric King,A study of post catastrophe reconstruction.
tt5836334,Yen's Life,Cuoc doi cua Yen,0,2015.0,107,Drama,8.2,29.0,Tuan Vu Dinh,"According to the marriage arrangement of parent, Yen had to get married when she was only 10 years old. Since then, her life closed to the ups and downs of her husband's family."
